model,content_id,category,format_i,format_j,rm_delta,rm_delta_clean
llama3:8b,su008,substance_use,clinical,code,-0.01605224609375,nan
llama3:8b,su008,substance_use,clinical,fiction,-0.0087890625,nan
llama3:8b,su008,substance_use,direct,data,-0.00152587890625,nan
llama3:8b,su008,substance_use,direct,code,-0.01171875,nan
llama3:8b,su008,substance_use,direct,fiction,-0.00445556640625,nan
llama3:8b,su008,substance_use,data,code,-0.01019287109375,-0.01019287109375
llama3:8b,su008,substance_use,data,fiction,-0.0029296875,-0.0029296875
llama3:8b,su008,substance_use,code,fiction,0.00726318359375,0.00726318359375
llama3:8b,su009,substance_use,clinical,direct,-0.002197265625,nan
llama3:8b,su009,substance_use,clinical,data,-0.0205078125,nan
llama3:8b,su009,substance_use,clinical,code,-0.0274658203125,nan
llama3:8b,su009,substance_use,clinical,fiction,-0.010498046875,nan
llama3:8b,su009,substance_use,direct,data,-0.018310546875,-0.018310546875
llama3:8b,su009,substance_use,direct,code,-0.0252685546875,-0.0252685546875
llama3:8b,su009,substance_use,direct,fiction,-0.00830078125,-0.00830078125
llama3:8b,su009,substance_use,data,code,-0.0069580078125,-0.0069580078125
llama3:8b,su009,substance_use,data,fiction,0.010009765625,0.010009765625
llama3:8b,su009,substance_use,code,fiction,0.0169677734375,0.0169677734375
llama3:8b,vi001,violence,clinical,direct,-0.01898193359375,nan
llama3:8b,vi001,violence,clinical,data,-0.02056884765625,nan
llama3:8b,vi001,violence,clinical,code,-0.02081298828125,nan
llama3:8b,vi001,violence,clinical,fiction,-0.0244140625,nan
llama3:8b,vi001,violence,direct,data,-0.0015869140625,-0.0015869140625
llama3:8b,vi001,violence,direct,code,-0.0018310546875,-0.0018310546875
llama3:8b,vi001,violence,direct,fiction,-0.00543212890625,-0.00543212890625
llama3:8b,vi001,violence,data,code,-0.000244140625,-0.000244140625
llama3:8b,vi001,violence,data,fiction,-0.00384521484375,-0.00384521484375
llama3:8b,vi001,violence,code,fiction,-0.00360107421875,-0.00360107421875
llama3:8b,vi002,violence,clinical,direct,-0.001953125,-0.001953125
llama3:8b,vi002,violence,clinical,data,-0.00445556640625,-0.00445556640625
llama3:8b,vi002,violence,clinical,code,-0.00421142578125,-0.00421142578125
llama3:8b,vi002,violence,clinical,fiction,-0.00799560546875,-0.00799560546875
llama3:8b,vi002,violence,direct,data,-0.00250244140625,-0.00250244140625
llama3:8b,vi002,violence,direct,code,-0.00225830078125,-0.00225830078125
llama3:8b,vi002,violence,direct,fiction,-0.00604248046875,-0.00604248046875
llama3:8b,vi002,violence,data,code,0.000244140625,0.000244140625
llama3:8b,vi002,violence,data,fiction,-0.0035400390625,-0.0035400390625
llama3:8b,vi002,violence,code,fiction,-0.0037841796875,-0.0037841796875
llama3:8b,vi003,violence,clinical,direct,-0.00372314453125,-0.00372314453125
llama3:8b,vi003,violence,clinical,data,-0.0018310546875,-0.0018310546875
llama3:8b,vi003,violence,clinical,code,-0.0001220703125,-0.0001220703125
llama3:8b,vi003,violence,clinical,fiction,-0.01068115234375,-0.01068115234375
llama3:8b,vi003,violence,direct,data,0.00189208984375,0.00189208984375
llama3:8b,vi003,violence,direct,code,0.00360107421875,0.00360107421875
llama3:8b,vi003,violence,direct,fiction,-0.0069580078125,-0.0069580078125
llama3:8b,vi003,violence,data,code,0.001708984375,0.001708984375
llama3:8b,vi003,violence,data,fiction,-0.00885009765625,-0.00885009765625
llama3:8b,vi003,violence,code,fiction,-0.01055908203125,-0.01055908203125
llama3:8b,vi004,violence,clinical,direct,-0.00335693359375,-0.00335693359375
llama3:8b,vi004,violence,clinical,data,-0.00567626953125,-0.00567626953125
llama3:8b,vi004,violence,clinical,code,-0.0010986328125,-0.0010986328125
llama3:8b,vi004,violence,clinical,fiction,0.01593017578125,0.01593017578125
llama3:8b,vi004,violence,direct,data,-0.0023193359375,-0.0023193359375
llama3:8b,vi004,violence,direct,code,0.00225830078125,0.00225830078125
llama3:8b,vi004,violence,direct,fiction,0.019287109375,0.019287109375
llama3:8b,vi004,violence,data,code,0.00457763671875,0.00457763671875
llama3:8b,vi004,violence,data,fiction,0.0216064453125,0.0216064453125
llama3:8b,vi004,violence,code,fiction,0.01702880859375,0.01702880859375
llama3:8b,vi005,violence,clinical,direct,-0.03863525390625,nan
llama3:8b,vi005,violence,clinical,data,-0.04803466796875,nan
llama3:8b,vi005,violence,clinical,code,-0.03900146484375,nan
llama3:8b,vi005,violence,clinical,fiction,-0.01654052734375,nan
llama3:8b,vi005,violence,direct,data,-0.0093994140625,-0.0093994140625
llama3:8b,vi005,violence,direct,code,-0.0003662109375,-0.0003662109375
llama3:8b,vi005,violence,direct,fiction,0.0220947265625,0.0220947265625
llama3:8b,vi005,violence,data,code,0.009033203125,0.009033203125
llama3:8b,vi005,violence,data,fiction,0.031494140625,0.031494140625
llama3:8b,vi005,violence,code,fiction,0.0224609375,0.0224609375
llama3:8b,vi006,violence,clinical,direct,-0.0081787109375,nan
llama3:8b,vi006,violence,clinical,data,-0.005126953125,nan
llama3:8b,vi006,violence,clinical,code,0.0078125,nan
llama3:8b,vi006,violence,clinical,fiction,0.0384521484375,nan
llama3:8b,vi006,violence,direct,data,0.0030517578125,0.0030517578125
llama3:8b,vi006,violence,direct,code,0.0159912109375,0.0159912109375
llama3:8b,vi006,violence,direct,fiction,0.046630859375,0.046630859375
llama3:8b,vi006,violence,data,code,0.012939453125,0.012939453125
llama3:8b,vi006,violence,data,fiction,0.0435791015625,0.0435791015625
llama3:8b,vi006,violence,code,fiction,0.0306396484375,0.0306396484375
llama3:8b,vi007,violence,clinical,direct,-0.0076904296875,-0.0076904296875
llama3:8b,vi007,violence,clinical,data,-0.0302734375,-0.0302734375
llama3:8b,vi007,violence,clinical,code,-0.019287109375,-0.019287109375
llama3:8b,vi007,violence,clinical,fiction,-0.00299072265625,-0.00299072265625
llama3:8b,vi007,violence,direct,data,-0.0225830078125,-0.0225830078125
llama3:8b,vi007,violence,direct,code,-0.0115966796875,-0.0115966796875
llama3:8b,vi007,violence,direct,fiction,0.00469970703125,0.00469970703125
llama3:8b,vi007,violence,data,code,0.010986328125,0.010986328125
llama3:8b,vi007,violence,data,fiction,0.02728271484375,0.02728271484375
llama3:8b,vi007,violence,code,fiction,0.01629638671875,0.01629638671875
llama3:8b,vi008,violence,clinical,direct,-0.00787353515625,-0.00787353515625
llama3:8b,vi008,violence,clinical,data,0.00054931640625,0.00054931640625
llama3:8b,vi008,violence,clinical,code,0.00347900390625,0.00347900390625
llama3:8b,vi008,violence,clinical,fiction,-0.00152587890625,-0.00152587890625
llama3:8b,vi008,violence,direct,data,0.0084228515625,0.0084228515625
llama3:8b,vi008,violence,direct,code,0.0113525390625,0.0113525390625
llama3:8b,vi008,violence,direct,fiction,0.00634765625,0.00634765625
llama3:8b,vi008,violence,data,code,0.0029296875,0.0029296875
llama3:8b,vi008,violence,data,fiction,-0.0020751953125,-0.0020751953125
llama3:8b,vi008,violence,code,fiction,-0.0050048828125,-0.0050048828125
llama3:8b,vi009,violence,clinical,direct,-0.0347900390625,nan
llama3:8b,vi009,violence,clinical,data,-0.01904296875,nan
llama3:8b,vi009,violence,clinical,code,-0.0198974609375,nan
llama3:8b,vi009,violence,clinical,fiction,0.0128173828125,nan
llama3:8b,vi009,violence,direct,data,0.0157470703125,nan
llama3:8b,vi009,violence,direct,code,0.014892578125,0.014892578125
llama3:8b,vi009,violence,direct,fiction,0.047607421875,0.047607421875
llama3:8b,vi009,violence,data,code,-0.0008544921875,nan
llama3:8b,vi009,violence,data,fiction,0.0318603515625,nan
llama3:8b,vi009,violence,code,fiction,0.03271484375,0.03271484375
