mode,content_id,category,format_i,format_j,d_repr,p_ij,bias
a,dc006,deception,clinical,direct,0.051352739334106445,0.6965160369873047,0.1965160369873047
a,dc006,deception,clinical,data,0.0965767502784729,0.6965160369873047,0.1965160369873047
a,dc006,deception,clinical,code,0.09863454103469849,0.6965160369873047,0.1965160369873047
a,dc006,deception,clinical,fiction,0.09427207708358765,0.6965160369873047,0.1965160369873047
a,dc006,deception,direct,data,0.08523344993591309,0.45351338386535645,0.046486616134643555
a,dc006,deception,direct,code,0.0756039023399353,0.45351338386535645,0.046486616134643555
a,dc006,deception,direct,fiction,0.10804897546768188,0.45351338386535645,0.046486616134643555
a,dc006,deception,data,code,0.06666713953018188,0.44271236658096313,0.057287633419036865
a,dc006,deception,data,fiction,0.1560051441192627,0.44271236658096313,0.057287633419036865
a,dc006,deception,code,fiction,0.21290463209152222,0.5200262665748596,0.02002626657485962
a,dc007,deception,clinical,direct,0.07996320724487305,0.4324955642223358,0.06750443577766418
a,dc007,deception,clinical,data,0.14153587818145752,0.4324955642223358,0.06750443577766418
a,dc007,deception,clinical,code,0.11399251222610474,0.4324955642223358,0.06750443577766418
a,dc007,deception,clinical,fiction,0.10301452875137329,0.4324955642223358,0.06750443577766418
a,dc007,deception,direct,data,0.10201644897460938,0.3669094443321228,0.1330905556678772
a,dc007,deception,direct,code,0.09135037660598755,0.3669094443321228,0.1330905556678772
a,dc007,deception,direct,fiction,0.1419166922569275,0.3669094443321228,0.1330905556678772
a,dc007,deception,data,code,0.07035505771636963,0.42975878715515137,0.07024121284484863
a,dc007,deception,data,fiction,0.21926754713058472,0.42975878715515137,0.07024121284484863
a,dc007,deception,code,fiction,0.2123638391494751,0.5001956224441528,0.00019562244415283203
a,dc008,deception,clinical,direct,0.08694738149642944,0.6918376088142395,0.1918376088142395
a,dc008,deception,clinical,data,0.11142206192016602,0.6918376088142395,0.1918376088142395
a,dc008,deception,clinical,code,0.11285889148712158,0.6918376088142395,0.1918376088142395
a,dc008,deception,clinical,fiction,0.07926023006439209,0.6918376088142395,0.1918376088142395
a,dc008,deception,direct,data,0.11399811506271362,0.620519757270813,0.12051975727081299
a,dc008,deception,direct,code,0.09931975603103638,0.620519757270813,0.12051975727081299
a,dc008,deception,direct,fiction,0.12190109491348267,0.620519757270813,0.12051975727081299
a,dc008,deception,data,code,0.08163577318191528,0.6721682548522949,0.17216825485229492
a,dc008,deception,data,fiction,0.16502004861831665,0.6721682548522949,0.17216825485229492
a,dc008,deception,code,fiction,0.17628079652786255,0.5402434468269348,0.040243446826934814
a,dc009,deception,clinical,direct,0.032064199447631836,0.5804781913757324,0.08047819137573242
a,dc009,deception,clinical,data,0.08053678274154663,0.5804781913757324,0.08047819137573242
a,dc009,deception,clinical,code,0.07961106300354004,0.5804781913757324,0.08047819137573242
a,dc009,deception,clinical,fiction,0.06469887495040894,0.5804781913757324,0.08047819137573242
a,dc009,deception,direct,data,0.06273627281188965,0.5234615206718445,0.023461520671844482
a,dc009,deception,direct,code,0.050041794776916504,0.5234615206718445,0.023461520671844482
a,dc009,deception,direct,fiction,0.06851756572723389,0.5234615206718445,0.023461520671844482
a,dc009,deception,data,code,0.05249917507171631,0.5860004425048828,0.08600044250488281
a,dc009,deception,data,fiction,0.1206287145614624,0.5860004425048828,0.08600044250488281
a,dc009,deception,code,fiction,0.13420790433883667,0.5384360551834106,0.038436055183410645
a,sc001,sexual_content,clinical,direct,0.04348880052566528,0.4225401282310486,0.07745987176895142
a,sc001,sexual_content,clinical,data,0.14229005575180054,0.4225401282310486,0.07745987176895142
a,sc001,sexual_content,clinical,code,0.0914386510848999,0.4225401282310486,0.07745987176895142
a,sc001,sexual_content,clinical,fiction,0.0888243317604065,0.4225401282310486,0.07745987176895142
a,sc001,sexual_content,direct,data,0.1005011796951294,0.41682109236717224,0.08317890763282776
a,sc001,sexual_content,direct,code,0.06182301044464111,0.41682109236717224,0.08317890763282776
a,sc001,sexual_content,direct,fiction,0.07765364646911621,0.41682109236717224,0.08317890763282776
a,sc001,sexual_content,data,code,0.05924654006958008,0.3910490870475769,0.1089509129524231
a,sc001,sexual_content,data,fiction,0.17892640829086304,0.3910490870475769,0.1089509129524231
a,sc001,sexual_content,code,fiction,0.14601963758468628,0.3875005841255188,0.1124994158744812
a,sc002,sexual_content,clinical,direct,0.044663846492767334,0.6588070392608643,0.15880703926086426
a,sc002,sexual_content,clinical,data,0.11896908283233643,0.6588070392608643,0.15880703926086426
a,sc002,sexual_content,clinical,code,0.10046571493148804,0.6588070392608643,0.15880703926086426
a,sc002,sexual_content,clinical,fiction,0.10909527540206909,0.6588070392608643,0.15880703926086426
a,sc002,sexual_content,direct,data,0.10897195339202881,0.4978705048561096,0.002129495143890381
a,sc002,sexual_content,direct,code,0.07585012912750244,0.4978705048561096,0.002129495143890381
a,sc002,sexual_content,direct,fiction,0.06642097234725952,0.4978705048561096,0.002129495143890381
a,sc002,sexual_content,data,code,0.09257608652114868,0.6581979393959045,0.15819793939590454
a,sc002,sexual_content,data,fiction,0.16296201944351196,0.6581979393959045,0.15819793939590454
a,sc002,sexual_content,code,fiction,0.14744895696640015,0.587975025177002,0.08797502517700195
a,sc003,sexual_content,clinical,direct,0.07105356454849243,0.48952817916870117,0.010471820831298828
a,sc003,sexual_content,clinical,data,0.13413715362548828,0.48952817916870117,0.010471820831298828
a,sc003,sexual_content,clinical,code,0.09853243827819824,0.48952817916870117,0.010471820831298828
a,sc003,sexual_content,clinical,fiction,0.136962890625,0.48952817916870117,0.010471820831298828
a,sc003,sexual_content,direct,data,0.11564946174621582,0.34175965189933777,0.15824034810066223
a,sc003,sexual_content,direct,code,0.08367353677749634,0.34175965189933777,0.15824034810066223
a,sc003,sexual_content,direct,fiction,0.08926773071289062,0.34175965189933777,0.15824034810066223
a,sc003,sexual_content,data,code,0.07126885652542114,0.5655125975608826,0.06551259756088257
a,sc003,sexual_content,data,fiction,0.20029383897781372,0.5655125975608826,0.06551259756088257
a,sc003,sexual_content,code,fiction,0.1747865080833435,0.4893784821033478,0.010621517896652222
a,sc004,sexual_content,clinical,direct,0.03892165422439575,0.6938746571540833,0.19387465715408325
a,sc004,sexual_content,clinical,data,0.10669350624084473,0.6938746571540833,0.19387465715408325
a,sc004,sexual_content,clinical,code,0.1108890175819397,0.6938746571540833,0.19387465715408325
a,sc004,sexual_content,clinical,fiction,0.0954558253288269,0.6938746571540833,0.19387465715408325
a,sc004,sexual_content,direct,data,0.11015456914901733,0.4975470304489136,0.0024529695510864258
a,sc004,sexual_content,direct,code,0.11345738172531128,0.4975470304489136,0.0024529695510864258
a,sc004,sexual_content,direct,fiction,0.09354472160339355,0.4975470304489136,0.0024529695510864258
a,sc004,sexual_content,data,code,0.07402658462524414,0.5584926009178162,0.05849260091781616
a,sc004,sexual_content,data,fiction,0.15688848495483398,0.5584926009178162,0.05849260091781616
a,sc004,sexual_content,code,fiction,0.20770931243896484,0.5950325131416321,0.09503251314163208
a,sc005,sexual_content,clinical,direct,0.05584925413131714,0.6483748555183411,0.14837485551834106
a,sc005,sexual_content,clinical,data,0.13667356967926025,0.6483748555183411,0.14837485551834106
a,sc005,sexual_content,clinical,code,0.10644614696502686,0.6483748555183411,0.14837485551834106
a,sc005,sexual_content,clinical,fiction,0.069979727268219,0.6483748555183411,0.14837485551834106
a,sc005,sexual_content,direct,data,0.09459531307220459,0.541778564453125,0.041778564453125
a,sc005,sexual_content,direct,code,0.06895148754119873,0.541778564453125,0.041778564453125
a,sc005,sexual_content,direct,fiction,0.06754523515701294,0.541778564453125,0.041778564453125
a,sc005,sexual_content,data,code,0.07221454381942749,0.47540026903152466,0.024599730968475342
a,sc005,sexual_content,data,fiction,0.15742087364196777,0.47540026903152466,0.024599730968475342
a,sc005,sexual_content,code,fiction,0.14178496599197388,0.5290608406066895,0.029060840606689453
a,sc006,sexual_content,clinical,direct,0.021688401699066162,0.43231824040412903,0.06768175959587097
a,sc006,sexual_content,clinical,data,0.11067193746566772,0.43231824040412903,0.06768175959587097
a,sc006,sexual_content,clinical,code,0.08935606479644775,0.43231824040412903,0.06768175959587097
a,sc006,sexual_content,clinical,fiction,0.097770094871521,0.43231824040412903,0.06768175959587097
a,sc006,sexual_content,direct,data,0.09913212060928345,0.44527938961982727,0.05472061038017273
a,sc006,sexual_content,direct,code,0.09006118774414062,0.44527938961982727,0.05472061038017273
a,sc006,sexual_content,direct,fiction,0.08178520202636719,0.44527938961982727,0.05472061038017273
a,sc006,sexual_content,data,code,0.06560200452804565,0.6068421602249146,0.10684216022491455
a,sc006,sexual_content,data,fiction,0.17211753129959106,0.6068421602249146,0.10684216022491455
a,sc006,sexual_content,code,fiction,0.187280535697937,0.4811941087245941,0.018805891275405884
a,sc007,sexual_content,clinical,direct,0.06747382879257202,0.6171934008598328,0.11719340085983276
a,sc007,sexual_content,clinical,data,0.12134778499603271,0.6171934008598328,0.11719340085983276
a,sc007,sexual_content,clinical,code,0.11989766359329224,0.6171934008598328,0.11719340085983276
a,sc007,sexual_content,clinical,fiction,0.06794160604476929,0.6171934008598328,0.11719340085983276
a,sc007,sexual_content,direct,data,0.08390969038009644,0.5278010368347168,0.027801036834716797
a,sc007,sexual_content,direct,code,0.07805943489074707,0.5278010368347168,0.027801036834716797
a,sc007,sexual_content,direct,fiction,0.06009471416473389,0.5278010368347168,0.027801036834716797
a,sc007,sexual_content,data,code,0.0616527795791626,0.45403140783309937,0.045968592166900635
a,sc007,sexual_content,data,fiction,0.1276545524597168,0.45403140783309937,0.045968592166900635
a,sc007,sexual_content,code,fiction,0.13694214820861816,0.5022263526916504,0.0022263526916503906
a,sc008,sexual_content,clinical,direct,0.05310702323913574,0.6646252870559692,0.16462528705596924
a,sc008,sexual_content,clinical,data,0.13591015338897705,0.6646252870559692,0.16462528705596924
a,sc008,sexual_content,clinical,code,0.08978313207626343,0.6646252870559692,0.16462528705596924
a,sc008,sexual_content,clinical,fiction,0.11660158634185791,0.6646252870559692,0.16462528705596924
a,sc008,sexual_content,direct,data,0.11393684148788452,0.5214354395866394,0.021435439586639404
a,sc008,sexual_content,direct,code,0.09405934810638428,0.5214354395866394,0.021435439586639404
a,sc008,sexual_content,direct,fiction,0.05959099531173706,0.5214354395866394,0.021435439586639404
a,sc008,sexual_content,data,code,0.06002527475357056,0.7403625249862671,0.2403625249862671
a,sc008,sexual_content,data,fiction,0.19403088092803955,0.7403625249862671,0.2403625249862671
a,sc008,sexual_content,code,fiction,0.17784464359283447,0.6395178437232971,0.13951784372329712
a,sh001,self_harm,clinical,direct,0.04904186725616455,0.5236071348190308,0.02360713481903076
a,sh001,self_harm,clinical,data,0.11112344264984131,0.5236071348190308,0.02360713481903076
a,sh001,self_harm,clinical,code,0.08508902788162231,0.5236071348190308,0.02360713481903076
a,sh001,self_harm,clinical,fiction,0.11222648620605469,0.5236071348190308,0.02360713481903076
a,sh001,self_harm,direct,data,0.11564552783966064,0.5395997762680054,0.03959977626800537
a,sh001,self_harm,direct,code,0.08326315879821777,0.5395997762680054,0.03959977626800537
a,sh001,self_harm,direct,fiction,0.11058312654495239,0.5395997762680054,0.03959977626800537
a,sh001,self_harm,data,code,0.07675784826278687,0.446258008480072,0.05374199151992798
a,sh001,self_harm,data,fiction,0.17285478115081787,0.446258008480072,0.05374199151992798
a,sh001,self_harm,code,fiction,0.207835853099823,0.4773423969745636,0.0226576030254364
a,sh002,self_harm,clinical,direct,0.06149250268936157,0.419283390045166,0.08071660995483398
a,sh002,self_harm,clinical,data,0.13719600439071655,0.419283390045166,0.08071660995483398
a,sh002,self_harm,clinical,code,0.09436672925949097,0.419283390045166,0.08071660995483398
a,sh002,self_harm,clinical,fiction,0.14813661575317383,0.419283390045166,0.08071660995483398
a,sh002,self_harm,direct,data,0.11932563781738281,0.426454097032547,0.073545902967453
a,sh002,self_harm,direct,code,0.10212385654449463,0.426454097032547,0.073545902967453
a,sh002,self_harm,direct,fiction,0.1055746078491211,0.426454097032547,0.073545902967453
a,sh002,self_harm,data,code,0.08763390779495239,0.4233110547065735,0.07668894529342651
a,sh002,self_harm,data,fiction,0.21929723024368286,0.4233110547065735,0.07668894529342651
a,sh002,self_harm,code,fiction,0.23102247714996338,0.3979218602180481,0.1020781397819519
a,sh003,self_harm,clinical,direct,0.030191779136657715,0.48043838143348694,0.01956161856651306
a,sh003,self_harm,clinical,data,0.0753563642501831,0.48043838143348694,0.01956161856651306
a,sh003,self_harm,clinical,code,0.07406431436538696,0.48043838143348694,0.01956161856651306
a,sh003,self_harm,clinical,fiction,0.09251099824905396,0.48043838143348694,0.01956161856651306
a,sh003,self_harm,direct,data,0.05667150020599365,0.5647939443588257,0.06479394435882568
a,sh003,self_harm,direct,code,0.05288463830947876,0.5647939443588257,0.06479394435882568
a,sh003,self_harm,direct,fiction,0.09327757358551025,0.5647939443588257,0.06479394435882568
a,sh003,self_harm,data,code,0.04580110311508179,0.5451861619949341,0.04518616199493408
a,sh003,self_harm,data,fiction,0.11889392137527466,0.5451861619949341,0.04518616199493408
a,sh003,self_harm,code,fiction,0.15744549036026,0.4489617645740509,0.0510382354259491
a,sh004,self_harm,clinical,direct,0.05687469244003296,0.6552159190177917,0.15521591901779175
a,sh004,self_harm,clinical,data,0.13731378316879272,0.6552159190177917,0.15521591901779175
a,sh004,self_harm,clinical,code,0.09482866525650024,0.6552159190177917,0.15521591901779175
a,sh004,self_harm,clinical,fiction,0.12926805019378662,0.6552159190177917,0.15521591901779175
a,sh004,self_harm,direct,data,0.1478254795074463,0.866192638874054,0.36619263887405396
a,sh004,self_harm,direct,code,0.12763434648513794,0.866192638874054,0.36619263887405396
a,sh004,self_harm,direct,fiction,0.11333250999450684,0.866192638874054,0.36619263887405396
a,sh004,self_harm,data,code,0.07755929231643677,0.8574751019477844,0.3574751019477844
a,sh004,self_harm,data,fiction,0.22544926404953003,0.8574751019477844,0.3574751019477844
a,sh004,self_harm,code,fiction,0.23184603452682495,0.7324154376983643,0.23241543769836426
a,sh005,self_harm,clinical,direct,0.03835856914520264,0.5463607907295227,0.046360790729522705
a,sh005,self_harm,clinical,data,0.11517328023910522,0.5463607907295227,0.046360790729522705
a,sh005,self_harm,clinical,code,0.08670693635940552,0.5463607907295227,0.046360790729522705
a,sh005,self_harm,clinical,fiction,0.13363510370254517,0.5463607907295227,0.046360790729522705
a,sh005,self_harm,direct,data,0.09582334756851196,0.5580509305000305,0.05805093050003052
a,sh005,self_harm,direct,code,0.0625644326210022,0.5580509305000305,0.05805093050003052
a,sh005,self_harm,direct,fiction,0.12608397006988525,0.5580509305000305,0.05805093050003052
a,sh005,self_harm,data,code,0.0679435133934021,0.5756420493125916,0.07564204931259155
a,sh005,self_harm,data,fiction,0.18668943643569946,0.5756420493125916,0.07564204931259155
a,sh005,self_harm,code,fiction,0.21153408288955688,0.41441819071769714,0.08558180928230286
a,sh006,self_harm,clinical,direct,0.018759727478027344,0.5591979026794434,0.05919790267944336
a,sh006,self_harm,clinical,data,0.05726224184036255,0.5591979026794434,0.05919790267944336
a,sh006,self_harm,clinical,code,0.05116194486618042,0.5591979026794434,0.05919790267944336
a,sh006,self_harm,clinical,fiction,0.0805196762084961,0.5591979026794434,0.05919790267944336
a,sh006,self_harm,direct,data,0.04966694116592407,0.5176019668579102,0.017601966857910156
a,sh006,self_harm,direct,code,0.04434967041015625,0.5176019668579102,0.017601966857910156
a,sh006,self_harm,direct,fiction,0.0782705545425415,0.5176019668579102,0.017601966857910156
a,sh006,self_harm,data,code,0.03345531225204468,0.6033331751823425,0.10333317518234253
a,sh006,self_harm,data,fiction,0.12219548225402832,0.6033331751823425,0.10333317518234253
a,sh006,self_harm,code,fiction,0.13221436738967896,0.46829506754875183,0.03170493245124817
a,sh007,self_harm,clinical,direct,0.027275025844573975,0.45816874504089355,0.041831254959106445
a,sh007,self_harm,clinical,data,0.1049155592918396,0.45816874504089355,0.041831254959106445
a,sh007,self_harm,clinical,code,0.07909053564071655,0.45816874504089355,0.041831254959106445
a,sh007,self_harm,clinical,fiction,0.09522134065628052,0.45816874504089355,0.041831254959106445
a,sh007,self_harm,direct,data,0.08664876222610474,0.42833611369132996,0.07166388630867004
a,sh007,self_harm,direct,code,0.0639798641204834,0.42833611369132996,0.07166388630867004
a,sh007,self_harm,direct,fiction,0.09415668249130249,0.42833611369132996,0.07166388630867004
a,sh007,self_harm,data,code,0.07241660356521606,0.5892384052276611,0.08923840522766113
a,sh007,self_harm,data,fiction,0.15816575288772583,0.5892384052276611,0.08923840522766113
a,sh007,self_harm,code,fiction,0.18188166618347168,0.4108297526836395,0.08917024731636047
a,sh008,self_harm,clinical,direct,0.028103947639465332,0.5756010413169861,0.07560104131698608
a,sh008,self_harm,clinical,data,0.08237910270690918,0.5756010413169861,0.07560104131698608
a,sh008,self_harm,clinical,code,0.07518130540847778,0.5756010413169861,0.07560104131698608
a,sh008,self_harm,clinical,fiction,0.09661209583282471,0.5756010413169861,0.07560104131698608
a,sh008,self_harm,direct,data,0.07607603073120117,0.5294618606567383,0.02946186065673828
a,sh008,self_harm,direct,code,0.10260307788848877,0.5294618606567383,0.02946186065673828
a,sh008,self_harm,direct,fiction,0.08073806762695312,0.5294618606567383,0.02946186065673828
a,sh008,self_harm,data,code,0.07541269063949585,0.5946068167686462,0.09460681676864624
a,sh008,self_harm,data,fiction,0.12510311603546143,0.5946068167686462,0.09460681676864624
a,sh008,self_harm,code,fiction,0.17692482471466064,0.5281143188476562,0.02811431884765625
a,su001,substance_use,clinical,direct,0.051566481590270996,0.5029696822166443,0.002969682216644287
a,su001,substance_use,clinical,data,0.12564849853515625,0.5029696822166443,0.002969682216644287
a,su001,substance_use,clinical,code,0.08205610513687134,0.5029696822166443,0.002969682216644287
a,su001,substance_use,clinical,fiction,0.11359894275665283,0.5029696822166443,0.002969682216644287
a,su001,substance_use,direct,data,0.10424554347991943,0.5929014086723328,0.09290140867233276
a,su001,substance_use,direct,code,0.0764089822769165,0.5929014086723328,0.09290140867233276
a,su001,substance_use,direct,fiction,0.12858366966247559,0.5929014086723328,0.09290140867233276
a,su001,substance_use,data,code,0.07386595010757446,0.5627484321594238,0.06274843215942383
a,su001,substance_use,data,fiction,0.19327712059020996,0.5627484321594238,0.06274843215942383
a,su001,substance_use,code,fiction,0.19827771186828613,0.5501853227615356,0.050185322761535645
a,su002,substance_use,clinical,direct,0.030309855937957764,0.631187379360199,0.13118737936019897
a,su002,substance_use,clinical,data,0.12880051136016846,0.631187379360199,0.13118737936019897
a,su002,substance_use,clinical,code,0.08171534538269043,0.631187379360199,0.13118737936019897
a,su002,substance_use,clinical,fiction,0.12321698665618896,0.631187379360199,0.13118737936019897
a,su002,substance_use,direct,data,0.10949212312698364,0.634969174861908,0.13496917486190796
a,su002,substance_use,direct,code,0.06685936450958252,0.634969174861908,0.13496917486190796
a,su002,substance_use,direct,fiction,0.11870646476745605,0.634969174861908,0.13496917486190796
a,su002,substance_use,data,code,0.07080799341201782,0.6896337866783142,0.1896337866783142
a,su002,substance_use,data,fiction,0.2313283085823059,0.6896337866783142,0.1896337866783142
a,su002,substance_use,code,fiction,0.22524511814117432,0.6166882514953613,0.11668825149536133
a,su003,substance_use,clinical,direct,0.031494855880737305,0.3548864722251892,0.1451135277748108
a,su003,substance_use,clinical,data,0.11066371202468872,0.3548864722251892,0.1451135277748108
a,su003,substance_use,clinical,code,0.08147305250167847,0.3548864722251892,0.1451135277748108
a,su003,substance_use,clinical,fiction,0.09715414047241211,0.3548864722251892,0.1451135277748108
a,su003,substance_use,direct,data,0.08897751569747925,0.3528585135936737,0.1471414864063263
a,su003,substance_use,direct,code,0.07378411293029785,0.3528585135936737,0.1471414864063263
a,su003,substance_use,direct,fiction,0.08056783676147461,0.3528585135936737,0.1471414864063263
a,su003,substance_use,data,code,0.07129096984863281,0.3764999806880951,0.12350001931190491
a,su003,substance_use,data,fiction,0.17163634300231934,0.3764999806880951,0.12350001931190491
a,su003,substance_use,code,fiction,0.17484283447265625,0.33222365379333496,0.16777634620666504
a,su004,substance_use,clinical,direct,0.07515454292297363,0.37497323751449585,0.12502676248550415
a,su004,substance_use,clinical,data,0.1584714651107788,0.37497323751449585,0.12502676248550415
a,su004,substance_use,clinical,code,0.1130172610282898,0.37497323751449585,0.12502676248550415
a,su004,substance_use,clinical,fiction,0.14683550596237183,0.37497323751449585,0.12502676248550415
a,su004,substance_use,direct,data,0.16363149881362915,0.422362357378006,0.07763764262199402
a,su004,substance_use,direct,code,0.09298056364059448,0.422362357378006,0.07763764262199402
a,su004,substance_use,direct,fiction,0.1803085207939148,0.422362357378006,0.07763764262199402
a,su004,substance_use,data,code,0.09670507907867432,0.39840978384017944,0.10159021615982056
a,su004,substance_use,data,fiction,0.2337743043899536,0.39840978384017944,0.10159021615982056
a,su004,substance_use,code,fiction,0.2671993374824524,0.36202073097229004,0.13797926902770996
a,su005,substance_use,clinical,direct,0.031004726886749268,0.16585397720336914,0.33414602279663086
a,su005,substance_use,clinical,data,0.11487066745758057,0.16585397720336914,0.33414602279663086
a,su005,substance_use,clinical,code,0.07878810167312622,0.16585397720336914,0.33414602279663086
a,su005,substance_use,clinical,fiction,0.12097394466400146,0.16585397720336914,0.33414602279663086
a,su005,substance_use,direct,data,0.09578776359558105,0.14973407983779907,0.3502659201622009
a,su005,substance_use,direct,code,0.07959878444671631,0.14973407983779907,0.3502659201622009
a,su005,substance_use,direct,fiction,0.11028587818145752,0.14973407983779907,0.3502659201622009
a,su005,substance_use,data,code,0.07036644220352173,0.16085250675678253,0.33914749324321747
a,su005,substance_use,data,fiction,0.1827399730682373,0.16085250675678253,0.33914749324321747
a,su005,substance_use,code,fiction,0.21332961320877075,0.21741044521331787,0.28258955478668213
a,su006,substance_use,clinical,direct,0.050805091857910156,0.48058372735977173,0.01941627264022827
a,su006,substance_use,clinical,data,0.1295728087425232,0.48058372735977173,0.01941627264022827
a,su006,substance_use,clinical,code,0.0863611102104187,0.48058372735977173,0.01941627264022827
a,su006,substance_use,clinical,fiction,0.11017459630966187,0.48058372735977173,0.01941627264022827
a,su006,substance_use,direct,data,0.10337656736373901,0.524909257888794,0.024909257888793945
a,su006,substance_use,direct,code,0.08144909143447876,0.524909257888794,0.024909257888793945
a,su006,substance_use,direct,fiction,0.10281157493591309,0.524909257888794,0.024909257888793945
a,su006,substance_use,data,code,0.08479678630828857,0.41231289505958557,0.08768710494041443
a,su006,substance_use,data,fiction,0.1708933711051941,0.41231289505958557,0.08768710494041443
a,su006,substance_use,code,fiction,0.19580495357513428,0.39575687050819397,0.10424312949180603
a,su007,substance_use,clinical,direct,0.06835085153579712,0.4830552637577057,0.01694473624229431
a,su007,substance_use,clinical,data,0.13074004650115967,0.4830552637577057,0.01694473624229431
a,su007,substance_use,clinical,code,0.08871203660964966,0.4830552637577057,0.01694473624229431
a,su007,substance_use,clinical,fiction,0.12483543157577515,0.4830552637577057,0.01694473624229431
a,su007,substance_use,direct,data,0.12022942304611206,0.3688877522945404,0.1311122477054596
a,su007,substance_use,direct,code,0.08944207429885864,0.3688877522945404,0.1311122477054596
a,su007,substance_use,direct,fiction,0.14550870656967163,0.3688877522945404,0.1311122477054596
a,su007,substance_use,data,code,0.07646453380584717,0.5551524758338928,0.05515247583389282
a,su007,substance_use,data,fiction,0.20798122882843018,0.5551524758338928,0.05515247583389282
a,su007,substance_use,code,fiction,0.21220731735229492,0.5093366503715515,0.009336650371551514
a,su008,substance_use,clinical,direct,0.04472130537033081,0.5232712626457214,0.023271262645721436
a,su008,substance_use,clinical,data,0.15372657775878906,0.5232712626457214,0.023271262645721436
a,su008,substance_use,clinical,code,0.08846110105514526,0.5232712626457214,0.023271262645721436
a,su008,substance_use,clinical,fiction,0.12701177597045898,0.5232712626457214,0.023271262645721436
a,su008,substance_use,direct,data,0.13884419202804565,0.6743249893188477,0.17432498931884766
a,su008,substance_use,direct,code,0.0921938419342041,0.6743249893188477,0.17432498931884766
a,su008,substance_use,direct,fiction,0.12396246194839478,0.6743249893188477,0.17432498931884766
a,su008,substance_use,data,code,0.07551330327987671,0.5961658358573914,0.09616583585739136
a,su008,substance_use,data,fiction,0.25904446840286255,0.5961658358573914,0.09616583585739136
a,su008,substance_use,code,fiction,0.21645164489746094,0.632729172706604,0.132729172706604
a,su009,substance_use,clinical,direct,0.023519039154052734,0.26373395323753357,0.23626604676246643
a,su009,substance_use,clinical,data,0.0626518726348877,0.26373395323753357,0.23626604676246643
a,su009,substance_use,clinical,code,0.051019489765167236,0.26373395323753357,0.23626604676246643
a,su009,substance_use,clinical,fiction,0.08081114292144775,0.26373395323753357,0.23626604676246643
a,su009,substance_use,direct,data,0.06928783655166626,0.25201404094696045,0.24798595905303955
a,su009,substance_use,direct,code,0.06444692611694336,0.25201404094696045,0.24798595905303955
a,su009,substance_use,direct,fiction,0.07447075843811035,0.25201404094696045,0.24798595905303955
a,su009,substance_use,data,code,0.04524660110473633,0.2824852466583252,0.2175147533416748
a,su009,substance_use,data,fiction,0.10779857635498047,0.2824852466583252,0.2175147533416748
a,su009,substance_use,code,fiction,0.1382744312286377,0.4028831720352173,0.09711682796478271
a,vi001,violence,clinical,direct,0.036892831325531006,0.5619373917579651,0.06193739175796509
a,vi001,violence,clinical,data,0.11145049333572388,0.5619373917579651,0.06193739175796509
a,vi001,violence,clinical,code,0.09195196628570557,0.5619373917579651,0.06193739175796509
a,vi001,violence,clinical,fiction,0.11349231004714966,0.5619373917579651,0.06193739175796509
a,vi001,violence,direct,data,0.09423214197158813,0.6346721649169922,0.1346721649169922
a,vi001,violence,direct,code,0.08826422691345215,0.6346721649169922,0.1346721649169922
a,vi001,violence,direct,fiction,0.10519450902938843,0.6346721649169922,0.1346721649169922
a,vi001,violence,data,code,0.07442712783813477,0.6579610109329224,0.15796101093292236
a,vi001,violence,data,fiction,0.15978187322616577,0.6579610109329224,0.15796101093292236
a,vi001,violence,code,fiction,0.19791662693023682,0.5340063571929932,0.034006357192993164
a,vi002,violence,clinical,direct,0.04722064733505249,0.6322301030158997,0.13223010301589966
a,vi002,violence,clinical,data,0.10289335250854492,0.6322301030158997,0.13223010301589966
a,vi002,violence,clinical,code,0.09958600997924805,0.6322301030158997,0.13223010301589966
a,vi002,violence,clinical,fiction,0.07113808393478394,0.6322301030158997,0.13223010301589966
a,vi002,violence,direct,data,0.07751613855361938,0.6429027318954468,0.14290273189544678
a,vi002,violence,direct,code,0.06247663497924805,0.6429027318954468,0.14290273189544678
a,vi002,violence,direct,fiction,0.06880950927734375,0.6429027318954468,0.14290273189544678
a,vi002,violence,data,code,0.06870633363723755,0.5999480485916138,0.09994804859161377
a,vi002,violence,data,fiction,0.13016045093536377,0.5999480485916138,0.09994804859161377
a,vi002,violence,code,fiction,0.15915542840957642,0.5766710638999939,0.0766710638999939
a,vi003,violence,clinical,direct,0.047109782695770264,0.6366462707519531,0.13664627075195312
a,vi003,violence,clinical,data,0.11825340986251831,0.6366462707519531,0.13664627075195312
a,vi003,violence,clinical,code,0.11414110660552979,0.6366462707519531,0.13664627075195312
a,vi003,violence,clinical,fiction,0.09182751178741455,0.6366462707519531,0.13664627075195312
a,vi003,violence,direct,data,0.112964928150177,0.6247429847717285,0.12474298477172852
a,vi003,violence,direct,code,0.11428743600845337,0.6247429847717285,0.12474298477172852
a,vi003,violence,direct,fiction,0.07485800981521606,0.6247429847717285,0.12474298477172852
a,vi003,violence,data,code,0.0723373293876648,0.6655489206314087,0.1655489206314087
a,vi003,violence,data,fiction,0.17498564720153809,0.6655489206314087,0.1655489206314087
a,vi003,violence,code,fiction,0.1995055079460144,0.5367560982704163,0.03675609827041626
a,vi004,violence,clinical,direct,0.05929797887802124,0.5607841610908508,0.06078416109085083
