mode,content_id,category,format_i,format_j,d_repr,p_ij,bias
b,sh007,self_harm,direct,fiction,0.09415668249130249,0.7674788236618042,0.2674788236618042
b,sh007,self_harm,data,code,0.07241660356521606,0.008751549758017063,0.49124845024198294
b,sh007,self_harm,data,fiction,0.15816575288772583,0.7814446091651917,0.28144460916519165
b,sh007,self_harm,code,fiction,0.18188166618347168,0.7838371396064758,0.28383713960647583
b,sh008,self_harm,clinical,direct,0.028103947639465332,0.15916191041469574,0.34083808958530426
b,sh008,self_harm,clinical,data,0.08237910270690918,0.20472471415996552,0.2952752858400345
b,sh008,self_harm,clinical,code,0.07518130540847778,0.27891531586647034,0.22108468413352966
b,sh008,self_harm,clinical,fiction,0.09661209583282471,0.21462386846542358,0.2853761315345764
b,sh008,self_harm,direct,data,0.07607603073120117,0.3998114764690399,0.10018852353096008
b,sh008,self_harm,direct,code,0.10260307788848877,0.6034276485443115,0.10342764854431152
b,sh008,self_harm,direct,fiction,0.08073806762695312,0.04584283009171486,0.45415716990828514
b,sh008,self_harm,data,code,0.07541269063949585,0.1207154169678688,0.3792845830321312
b,sh008,self_harm,data,fiction,0.12510311603546143,0.5418204665184021,0.0418204665184021
b,sh008,self_harm,code,fiction,0.17692482471466064,0.3530554175376892,0.1469445824623108
b,su001,substance_use,clinical,direct,0.051566481590270996,0.23698148131370544,0.26301851868629456
b,su001,substance_use,clinical,data,0.12564849853515625,0.11454647779464722,0.3854535222053528
b,su001,substance_use,clinical,code,0.08205610513687134,0.7897713780403137,0.2897713780403137
b,su001,substance_use,clinical,fiction,0.11359894275665283,0.8580347299575806,0.35803472995758057
b,su001,substance_use,direct,data,0.10424554347991943,0.4224173128604889,0.07758268713951111
b,su001,substance_use,direct,code,0.0764089822769165,0.803913414478302,0.303913414478302
b,su001,substance_use,direct,fiction,0.12858366966247559,0.9568866491317749,0.4568866491317749
b,su001,substance_use,data,code,0.07386595010757446,0.9113561511039734,0.4113561511039734
b,su001,substance_use,data,fiction,0.19327712059020996,0.938355565071106,0.43835556507110596
b,su001,substance_use,code,fiction,0.19827771186828613,0.8598434925079346,0.35984349250793457
b,su002,substance_use,clinical,direct,0.030309855937957764,0.0834946483373642,0.4165053516626358
b,su002,substance_use,clinical,data,0.12880051136016846,0.174550399184227,0.325449600815773
b,su002,substance_use,clinical,code,0.08171534538269043,0.5585322976112366,0.05853229761123657
b,su002,substance_use,clinical,fiction,0.12321698665618896,0.9714887142181396,0.47148871421813965
b,su002,substance_use,direct,data,0.10949212312698364,0.9273329973220825,0.4273329973220825
b,su002,substance_use,direct,code,0.06685936450958252,0.9963185787200928,0.4963185787200928
b,su002,substance_use,direct,fiction,0.11870646476745605,0.9871289730072021,0.48712897300720215
b,su002,substance_use,data,code,0.07080799341201782,0.34518009424209595,0.15481990575790405
b,su002,substance_use,data,fiction,0.2313283085823059,0.9781168699264526,0.47811686992645264
b,su002,substance_use,code,fiction,0.22524511814117432,0.867455005645752,0.36745500564575195
b,su003,substance_use,clinical,direct,0.031494855880737305,0.9697698354721069,0.46976983547210693
b,su003,substance_use,clinical,data,0.11066371202468872,0.07254620641469955,0.42745379358530045
b,su003,substance_use,clinical,code,0.08147305250167847,0.788600742816925,0.28860074281692505
b,su003,substance_use,clinical,fiction,0.09715414047241211,0.13959625363349915,0.36040374636650085
b,su003,substance_use,direct,data,0.08897751569747925,0.0010683072032406926,0.4989316927967593
b,su003,substance_use,direct,code,0.07378411293029785,0.05413779988884926,0.44586220011115074
b,su003,substance_use,direct,fiction,0.08056783676147461,0.07454904168844223,0.42545095831155777
b,su003,substance_use,data,code,0.07129096984863281,0.9733659625053406,0.4733659625053406
b,su003,substance_use,data,fiction,0.17163634300231934,0.6607999205589294,0.16079992055892944
b,su003,substance_use,code,fiction,0.17484283447265625,0.12249227613210678,0.3775077238678932
b,su004,substance_use,clinical,direct,0.07515454292297363,0.37782758474349976,0.12217241525650024
b,su004,substance_use,clinical,data,0.1584714651107788,0.4787920415401459,0.021207958459854126
b,su004,substance_use,clinical,code,0.1130172610282898,0.86299729347229,0.36299729347229004
b,su004,substance_use,clinical,fiction,0.14683550596237183,0.09278547018766403,0.40721452981233597
b,su004,substance_use,direct,data,0.16363149881362915,0.6831316947937012,0.18313169479370117
b,su004,substance_use,direct,code,0.09298056364059448,0.9229574799537659,0.42295747995376587
b,su004,substance_use,direct,fiction,0.1803085207939148,0.45834073424339294,0.041659265756607056
b,su004,substance_use,data,code,0.09670507907867432,0.9841243624687195,0.4841243624687195
b,su004,substance_use,data,fiction,0.2337743043899536,0.3329394459724426,0.16706055402755737
b,su004,substance_use,code,fiction,0.2671993374824524,0.03293195739388466,0.46706804260611534
b,su005,substance_use,clinical,direct,0.031004726886749268,0.9868183135986328,0.4868183135986328
b,su005,substance_use,clinical,data,0.11487066745758057,0.9783316850662231,0.47833168506622314
b,su005,substance_use,clinical,code,0.07878810167312622,0.01374113094061613,0.48625886905938387
b,su005,substance_use,clinical,fiction,0.12097394466400146,0.7344868779182434,0.2344868779182434
b,su005,substance_use,direct,data,0.09578776359558105,0.0027029276825487614,0.49729707231745124
b,su005,substance_use,direct,code,0.07959878444671631,0.0015587563393637538,0.49844124366063625
b,su005,substance_use,direct,fiction,0.11028587818145752,0.0071745445020496845,0.4928254554979503
b,su005,substance_use,data,code,0.07036644220352173,0.008283850736916065,0.49171614926308393
b,su005,substance_use,data,fiction,0.1827399730682373,0.3387657701969147,0.16123422980308533
b,su005,substance_use,code,fiction,0.21332961320877075,0.9082794189453125,0.4082794189453125
b,su006,substance_use,clinical,direct,0.050805091857910156,0.7530657052993774,0.25306570529937744
b,su006,substance_use,clinical,data,0.1295728087425232,0.7793935537338257,0.2793935537338257
b,su006,substance_use,clinical,code,0.0863611102104187,0.4398042559623718,0.060195744037628174
b,su006,substance_use,clinical,fiction,0.11017459630966187,0.9927727580070496,0.49277275800704956
b,su006,substance_use,direct,data,0.10337656736373901,0.27053579688072205,0.22946420311927795
b,su006,substance_use,direct,code,0.08144909143447876,0.6814869046211243,0.18148690462112427
b,su006,substance_use,direct,fiction,0.10281157493591309,0.9007936716079712,0.4007936716079712
b,su006,substance_use,data,code,0.08479678630828857,0.3287583887577057,0.1712416112422943
b,su006,substance_use,data,fiction,0.1708933711051941,0.9986554384231567,0.49865543842315674
b,su006,substance_use,code,fiction,0.19580495357513428,0.9873818755149841,0.48738187551498413
b,su007,substance_use,clinical,direct,0.06835085153579712,0.9722915887832642,0.47229158878326416
b,su007,substance_use,clinical,data,0.13074004650115967,0.23039783537387848,0.2696021646261215
b,su007,substance_use,clinical,code,0.08871203660964966,0.9161284565925598,0.4161284565925598
b,su007,substance_use,clinical,fiction,0.12483543157577515,0.5810035467147827,0.08100354671478271
b,su007,substance_use,direct,data,0.12022942304611206,0.0067616659216582775,0.4932383340783417
b,su007,substance_use,direct,code,0.08944207429885864,0.8576453924179077,0.3576453924179077
b,su007,substance_use,direct,fiction,0.14550870656967163,0.05465182289481163,0.44534817710518837
b,su007,substance_use,data,code,0.07646453380584717,0.994520902633667,0.494520902633667
b,su007,substance_use,data,fiction,0.20798122882843018,0.9868598580360413,0.48685985803604126
b,su007,substance_use,code,fiction,0.21220731735229492,0.2290196269750595,0.2709803730249405
b,su008,substance_use,clinical,direct,0.04472130537033081,0.05930417776107788,0.4406958222389221
b,su008,substance_use,clinical,data,0.15372657775878906,0.2161736935377121,0.2838263064622879
b,su008,substance_use,clinical,code,0.08846110105514526,0.05029240995645523,0.44970759004354477
b,su008,substance_use,clinical,fiction,0.12701177597045898,0.024413494393229485,0.4755865056067705
b,su008,substance_use,direct,data,0.13884419202804565,0.9853405356407166,0.48534053564071655
b,su008,substance_use,direct,code,0.0921938419342041,0.974155604839325,0.47415560483932495
b,su008,substance_use,direct,fiction,0.12396246194839478,0.824570894241333,0.324570894241333
b,su008,substance_use,data,code,0.07551330327987671,0.023272540420293808,0.4767274595797062
b,su008,substance_use,data,fiction,0.25904446840286255,0.007081740535795689,0.4929182594642043
b,su008,substance_use,code,fiction,0.21645164489746094,0.4103359580039978,0.0896640419960022
b,su009,substance_use,clinical,direct,0.023519039154052734,0.9281201362609863,0.42812013626098633
b,su009,substance_use,clinical,data,0.0626518726348877,0.028361035510897636,0.47163896448910236
b,su009,substance_use,clinical,code,0.051019489765167236,0.170297771692276,0.329702228307724
b,su009,substance_use,clinical,fiction,0.08081114292144775,0.7340484857559204,0.2340484857559204
b,su009,substance_use,direct,data,0.06928783655166626,0.0022849012166261673,0.49771509878337383
b,su009,substance_use,direct,code,0.06444692611694336,0.001294157118536532,0.49870584288146347
b,su009,substance_use,direct,fiction,0.07447075843811035,0.019467364996671677,0.4805326350033283
b,su009,substance_use,data,code,0.04524660110473633,0.8993403315544128,0.39934033155441284
b,su009,substance_use,data,fiction,0.10779857635498047,0.9725498557090759,0.4725498557090759
b,su009,substance_use,code,fiction,0.1382744312286377,0.9742119908332825,0.47421199083328247
b,vi001,violence,clinical,direct,0.036892831325531006,0.0544474832713604,0.4455525167286396
b,vi001,violence,clinical,data,0.11145049333572388,0.9780492186546326,0.47804921865463257
b,vi001,violence,clinical,code,0.09195196628570557,0.9399537444114685,0.4399537444114685
b,vi001,violence,clinical,fiction,0.11349231004714966,0.9914308190345764,0.4914308190345764
b,vi001,violence,direct,data,0.09423214197158813,0.9839180707931519,0.48391807079315186
b,vi001,violence,direct,code,0.08826422691345215,0.9952612519264221,0.4952612519264221
b,vi001,violence,direct,fiction,0.10519450902938843,0.9985969662666321,0.4985969662666321
b,vi001,violence,data,code,0.07442712783813477,0.3848921060562134,0.11510789394378662
b,vi001,violence,data,fiction,0.15978187322616577,0.9386788606643677,0.4386788606643677
b,vi001,violence,code,fiction,0.19791662693023682,0.8577817678451538,0.3577817678451538
b,vi002,violence,clinical,direct,0.04722064733505249,0.8807949423789978,0.3807949423789978
b,vi002,violence,clinical,data,0.10289335250854492,0.8214091658592224,0.3214091658592224
b,vi002,violence,clinical,code,0.09958600997924805,0.8743481636047363,0.37434816360473633
b,vi002,violence,clinical,fiction,0.07113808393478394,0.8743481636047363,0.37434816360473633
b,vi002,violence,direct,data,0.07751613855361938,0.5588406324386597,0.05884063243865967
b,vi002,violence,direct,code,0.06247663497924805,0.5027218461036682,0.002721846103668213
b,vi002,violence,direct,fiction,0.06880950927734375,0.5027218461036682,0.002721846103668213
b,vi002,violence,data,code,0.06870633363723755,0.6480164527893066,0.14801645278930664
b,vi002,violence,data,fiction,0.13016045093536377,0.6480164527893066,0.14801645278930664
b,vi002,violence,code,fiction,0.15915542840957642,0.6280714273452759,0.12807142734527588
b,vi003,violence,clinical,direct,0.047109782695770264,0.6644924283027649,0.1644924283027649
b,vi003,violence,clinical,data,0.11825340986251831,0.847601592540741,0.34760159254074097
b,vi003,violence,clinical,code,0.11414110660552979,0.9385834336280823,0.4385834336280823
b,vi003,violence,clinical,fiction,0.09182751178741455,0.9876294136047363,0.48762941360473633
b,vi003,violence,direct,data,0.112964928150177,0.8012312054634094,0.3012312054634094
b,vi003,violence,direct,code,0.11428743600845337,0.8831912875175476,0.3831912875175476
b,vi003,violence,direct,fiction,0.07485800981521606,0.9901509284973145,0.49015092849731445
b,vi003,violence,data,code,0.0723373293876648,0.9465576410293579,0.4465576410293579
b,vi003,violence,data,fiction,0.17498564720153809,0.9774881601333618,0.4774881601333618
b,vi003,violence,code,fiction,0.1995055079460144,0.9763310551643372,0.47633105516433716
b,vi004,violence,clinical,direct,0.05929797887802124,0.9126124978065491,0.4126124978065491
b,vi004,violence,clinical,data,0.11731010675430298,0.8255354762077332,0.32553547620773315
b,vi004,violence,clinical,code,0.09210151433944702,0.35178083181381226,0.14821916818618774
b,vi004,violence,clinical,fiction,0.13174855709075928,0.3195534944534302,0.18044650554656982
b,vi004,violence,direct,data,0.12554794549942017,0.3617992103099823,0.1382007896900177
b,vi004,violence,direct,code,0.11908066272735596,0.06564230471849442,0.4343576952815056
b,vi004,violence,direct,fiction,0.10226160287857056,0.2928940951824188,0.20710590481758118
b,vi004,violence,data,code,0.0778125524520874,0.7695988416671753,0.2695988416671753
b,vi004,violence,data,fiction,0.19348639249801636,0.786223828792572,0.286223828792572
b,vi004,violence,code,fiction,0.23342376947402954,0.8615598082542419,0.36155980825424194
b,vi005,violence,clinical,direct,0.04919248819351196,0.23087801039218903,0.269121989607811
b,vi005,violence,clinical,data,0.14613300561904907,0.8924509882926941,0.3924509882926941
b,vi005,violence,clinical,code,0.09908568859100342,0.99396151304245,0.49396151304244995
b,vi005,violence,clinical,fiction,0.13802212476730347,0.9835482239723206,0.48354822397232056
b,vi005,violence,direct,data,0.11571955680847168,0.9798281788825989,0.4798281788825989
b,vi005,violence,direct,code,0.07617485523223877,0.9897488951683044,0.48974889516830444
b,vi005,violence,direct,fiction,0.07303494215011597,0.9699839949607849,0.4699839949607849
b,vi005,violence,data,code,0.06387710571289062,0.031128959730267525,0.4688710402697325
b,vi005,violence,data,fiction,0.1909245252609253,0.997750461101532,0.497750461101532
b,vi005,violence,code,fiction,0.14492928981781006,0.8855424523353577,0.38554245233535767
b,vi006,violence,clinical,direct,0.0460469126701355,0.32813751697540283,0.17186248302459717
b,vi006,violence,clinical,data,0.12561970949172974,0.009869338013231754,0.49013066198676825
b,vi006,violence,clinical,code,0.10050219297409058,0.00045316843898035586,0.49954683156101964
b,vi006,violence,clinical,fiction,0.11254900693893433,0.0018693802412599325,0.49813061975874007
b,vi006,violence,direct,data,0.11664879322052002,0.017453184351325035,0.48254681564867496
b,vi006,violence,direct,code,0.07975572347640991,0.0013596286298707128,0.4986403713701293
b,vi006,violence,direct,fiction,0.07806903123855591,0.0010189177701249719,0.49898108222987503
b,vi006,violence,data,code,0.08944731950759888,0.029887188225984573,0.4701128117740154
b,vi006,violence,data,fiction,0.194527268409729,0.10310736298561096,0.39689263701438904
b,vi006,violence,code,fiction,0.1870240569114685,0.6819329857826233,0.1819329857826233
b,vi007,violence,clinical,direct,0.03980761766433716,0.1560797542333603,0.3439202457666397
b,vi007,violence,clinical,data,0.11772072315216064,0.9423344135284424,0.4423344135284424
b,vi007,violence,clinical,code,0.08488035202026367,0.6114749908447266,0.11147499084472656
b,vi007,violence,clinical,fiction,0.09950530529022217,0.26464951038360596,0.23535048961639404
b,vi007,violence,direct,data,0.10385125875473022,0.902675449848175,0.40267544984817505
b,vi007,violence,direct,code,0.07934916019439697,0.9556972980499268,0.45569729804992676
b,vi007,violence,direct,fiction,0.08760303258895874,0.7980334758758545,0.2980334758758545
b,vi007,violence,data,code,0.060573041439056396,0.02478993870317936,0.47521006129682064
b,vi007,violence,data,fiction,0.1709836721420288,0.0021805905271321535,0.49781940947286785
b,vi007,violence,code,fiction,0.1678878664970398,0.9187823534011841,0.4187823534011841
b,vi008,violence,clinical,direct,0.05208945274353027,0.47580188512802124,0.02419811487197876
b,vi008,violence,clinical,data,0.1130819320678711,0.42144957184791565,0.07855042815208435
b,vi008,violence,clinical,code,0.09942913055419922,0.10176295787096024,0.39823704212903976
b,vi008,violence,clinical,fiction,0.09684300422668457,0.8989937901496887,0.3989937901496887
b,vi008,violence,direct,data,0.12328237295150757,0.780266523361206,0.28026652336120605
b,vi008,violence,direct,code,0.1161835789680481,0.8813775777816772,0.38137757778167725
b,vi008,violence,direct,fiction,0.07230526208877563,0.9876492619514465,0.48764926195144653
b,vi008,violence,data,code,0.05931943655014038,0.23255446553230286,0.26744553446769714
b,vi008,violence,data,fiction,0.15087157487869263,0.8844583630561829,0.38445836305618286
b,vi008,violence,code,fiction,0.1684778332710266,0.9437078833580017,0.4437078833580017
b,vi009,violence,clinical,direct,0.08599853515625,0.5698996186256409,0.06989961862564087
b,vi009,violence,clinical,data,0.14036118984222412,0.24414001405239105,0.25585998594760895
b,vi009,violence,clinical,code,0.09675800800323486,0.6838237643241882,0.18382376432418823
b,vi009,violence,clinical,fiction,0.12368708848953247,0.7404027581214905,0.24040275812149048
b,vi009,violence,direct,data,0.14277887344360352,0.8418769240379333,0.34187692403793335
b,vi009,violence,direct,code,0.09688460826873779,0.9948530793190002,0.49485307931900024
b,vi009,violence,direct,fiction,0.13991707563400269,0.21879985928535461,0.2812001407146454
b,vi009,violence,data,code,0.06929421424865723,0.9550290107727051,0.4550290107727051
b,vi009,violence,data,fiction,0.23173540830612183,0.8051247000694275,0.3051247000694275
b,vi009,violence,code,fiction,0.21690738201141357,0.8237137198448181,0.3237137198448181
a,bs001,bodily_state,clinical,direct,0.0283815860748291,0.6990886330604553,0.19908863306045532
a,bs001,bodily_state,clinical,data,0.07218855619430542,0.6990886330604553,0.19908863306045532
a,bs001,bodily_state,clinical,code,0.0651313066482544,0.6990886330604553,0.19908863306045532
a,bs001,bodily_state,clinical,fiction,0.10052216053009033,0.6990886330604553,0.19908863306045532
a,bs001,bodily_state,direct,data,0.076022207736969,0.4892171323299408,0.010782867670059204
a,bs001,bodily_state,direct,code,0.08052921295166016,0.4892171323299408,0.010782867670059204
a,bs001,bodily_state,direct,fiction,0.08474308252334595,0.4892171323299408,0.010782867670059204
a,bs001,bodily_state,data,code,0.05945408344268799,0.600288450717926,0.10028845071792603
a,bs001,bodily_state,data,fiction,0.15623259544372559,0.600288450717926,0.10028845071792603
a,bs001,bodily_state,code,fiction,0.1891382336616516,0.5637152791023254,0.06371527910232544
a,bs002,bodily_state,clinical,direct,0.017678558826446533,0.6400619149208069,0.14006191492080688
a,bs002,bodily_state,clinical,data,0.0763016939163208,0.6400619149208069,0.14006191492080688
a,bs002,bodily_state,clinical,code,0.05093538761138916,0.6400619149208069,0.14006191492080688
a,bs002,bodily_state,clinical,fiction,0.09137833118438721,0.6400619149208069,0.14006191492080688
a,bs002,bodily_state,direct,data,0.07601028680801392,0.6480324864387512,0.14803248643875122
a,bs002,bodily_state,direct,code,0.06037569046020508,0.6480324864387512,0.14803248643875122
a,bs002,bodily_state,direct,fiction,0.0835527777671814,0.6480324864387512,0.14803248643875122
a,bs002,bodily_state,data,code,0.03875291347503662,0.6112604737281799,0.11126047372817993
a,bs002,bodily_state,data,fiction,0.15401911735534668,0.6112604737281799,0.11126047372817993
a,bs002,bodily_state,code,fiction,0.15460002422332764,0.6738406419754028,0.17384064197540283
a,bs003,bodily_state,clinical,direct,0.048869311809539795,0.4755430519580841,0.024456948041915894
a,bs003,bodily_state,clinical,data,0.0912359356880188,0.4755430519580841,0.024456948041915894
a,bs003,bodily_state,clinical,code,0.10833936929702759,0.4755430519580841,0.024456948041915894
a,bs003,bodily_state,clinical,fiction,0.10196536779403687,0.4755430519580841,0.024456948041915894
a,bs003,bodily_state,direct,data,0.07782936096191406,0.5298228859901428,0.029822885990142822
a,bs003,bodily_state,direct,code,0.07574522495269775,0.5298228859901428,0.029822885990142822
a,bs003,bodily_state,direct,fiction,0.13094043731689453,0.5298228859901428,0.029822885990142822
a,bs003,bodily_state,data,code,0.06620121002197266,0.5950504541397095,0.09505045413970947
a,bs003,bodily_state,data,fiction,0.16633808612823486,0.5950504541397095,0.09505045413970947
a,bs003,bodily_state,code,fiction,0.2292311191558838,0.48382002115249634,0.016179978847503662
a,bs004,bodily_state,clinical,direct,0.05723470449447632,0.5782448053359985,0.07824480533599854
a,bs004,bodily_state,clinical,data,0.09191852807998657,0.5782448053359985,0.07824480533599854
a,bs004,bodily_state,clinical,code,0.08217495679855347,0.5782448053359985,0.07824480533599854
a,bs004,bodily_state,clinical,fiction,0.103756844997406,0.5782448053359985,0.07824480533599854
a,bs004,bodily_state,direct,data,0.11109036207199097,0.5893404483795166,0.0893404483795166
a,bs004,bodily_state,direct,code,0.08616757392883301,0.5893404483795166,0.0893404483795166
a,bs004,bodily_state,direct,fiction,0.1072920560836792,0.5893404483795166,0.0893404483795166
a,bs004,bodily_state,data,code,0.07829314470291138,0.5333441495895386,0.033344149589538574
a,bs004,bodily_state,data,fiction,0.15727394819259644,0.5333441495895386,0.033344149589538574
a,bs004,bodily_state,code,fiction,0.19417834281921387,0.5403771996498108,0.04037719964981079
a,bs005,bodily_state,clinical,direct,0.04614222049713135,0.6579787731170654,0.15797877311706543
a,bs005,bodily_state,clinical,data,0.09936583042144775,0.6579787731170654,0.15797877311706543
a,bs005,bodily_state,clinical,code,0.07863593101501465,0.6579787731170654,0.15797877311706543
a,bs005,bodily_state,clinical,fiction,0.1051742434501648,0.6579787731170654,0.15797877311706543
a,bs005,bodily_state,direct,data,0.14249736070632935,0.7186790704727173,0.21867907047271729
a,bs005,bodily_state,direct,code,0.13197863101959229,0.7186790704727173,0.21867907047271729
a,bs005,bodily_state,direct,fiction,0.09133845567703247,0.7186790704727173,0.21867907047271729
a,bs005,bodily_state,data,code,0.06040436029434204,0.7100782990455627,0.21007829904556274
a,bs005,bodily_state,data,fiction,0.1793925166130066,0.7100782990455627,0.21007829904556274
a,bs005,bodily_state,code,fiction,0.20396161079406738,0.6657054424285889,0.16570544242858887
a,bs006,bodily_state,clinical,direct,0.03559976816177368,0.4239070415496826,0.07609295845031738
a,bs006,bodily_state,clinical,data,0.10332697629928589,0.4239070415496826,0.07609295845031738
a,bs006,bodily_state,clinical,code,0.08586353063583374,0.4239070415496826,0.07609295845031738
a,bs006,bodily_state,clinical,fiction,0.11566734313964844,0.4239070415496826,0.07609295845031738
a,bs006,bodily_state,direct,data,0.10157513618469238,0.4403740167617798,0.059625983238220215
a,bs006,bodily_state,direct,code,0.07947194576263428,0.4403740167617798,0.059625983238220215
a,bs006,bodily_state,direct,fiction,0.1479947566986084,0.4403740167617798,0.059625983238220215
a,bs006,bodily_state,data,code,0.06480264663696289,0.5112147331237793,0.011214733123779297
a,bs006,bodily_state,data,fiction,0.1868475079536438,0.5112147331237793,0.011214733123779297
a,bs006,bodily_state,code,fiction,0.2218196988105774,0.39824849367141724,0.10175150632858276
a,bs007,bodily_state,clinical,direct,0.021722137928009033,0.5228801369667053,0.022880136966705322
a,bs007,bodily_state,clinical,data,0.07001477479934692,0.5228801369667053,0.022880136966705322
a,bs007,bodily_state,clinical,code,0.0732221007347107,0.5228801369667053,0.022880136966705322
a,bs007,bodily_state,clinical,fiction,0.08621841669082642,0.5228801369667053,0.022880136966705322
a,bs007,bodily_state,direct,data,0.07750767469406128,0.4901289641857147,0.009871035814285278
a,bs007,bodily_state,direct,code,0.09723567962646484,0.4901289641857147,0.009871035814285278
a,bs007,bodily_state,direct,fiction,0.07793128490447998,0.4901289641857147,0.009871035814285278
a,bs007,bodily_state,data,code,0.06324821710586548,0.4994494915008545,0.0005505084991455078
a,bs007,bodily_state,data,fiction,0.13813120126724243,0.4994494915008545,0.0005505084991455078
a,bs007,bodily_state,code,fiction,0.19085419178009033,0.542905330657959,0.042905330657958984
a,bs008,bodily_state,clinical,direct,0.029807090759277344,0.5031096339225769,0.0031096339225769043
a,bs008,bodily_state,clinical,data,0.078502357006073,0.5031096339225769,0.0031096339225769043
a,bs008,bodily_state,clinical,code,0.06831502914428711,0.5031096339225769,0.0031096339225769043
a,bs008,bodily_state,clinical,fiction,0.12181508541107178,0.5031096339225769,0.0031096339225769043
a,bs008,bodily_state,direct,data,0.0705370306968689,0.5317938923835754,0.03179389238357544
a,bs008,bodily_state,direct,code,0.06488692760467529,0.5317938923835754,0.03179389238357544
a,bs008,bodily_state,direct,fiction,0.10822504758834839,0.5317938923835754,0.03179389238357544
a,bs008,bodily_state,data,code,0.050170958042144775,0.45264729857444763,0.04735270142555237
a,bs008,bodily_state,data,fiction,0.1584368348121643,0.45264729857444763,0.04735270142555237
a,bs008,bodily_state,code,fiction,0.19443827867507935,0.4809991717338562,0.0190008282661438
a,dc001,deception,clinical,direct,0.06109970808029175,0.5194777846336365,0.019477784633636475
a,dc001,deception,clinical,data,0.11099553108215332,0.5194777846336365,0.019477784633636475
a,dc001,deception,clinical,code,0.10661745071411133,0.5194777846336365,0.019477784633636475
a,dc001,deception,clinical,fiction,0.11492502689361572,0.5194777846336365,0.019477784633636475
a,dc001,deception,direct,data,0.10398757457733154,0.6189632415771484,0.11896324157714844
a,dc001,deception,direct,code,0.0868687629699707,0.6189632415771484,0.11896324157714844
a,dc001,deception,direct,fiction,0.119270920753479,0.6189632415771484,0.11896324157714844
a,dc001,deception,data,code,0.07190406322479248,0.5982670187950134,0.09826701879501343
a,dc001,deception,data,fiction,0.19375741481781006,0.5982670187950134,0.09826701879501343
a,dc001,deception,code,fiction,0.22400015592575073,0.5184568762779236,0.018456876277923584
a,dc002,deception,clinical,direct,0.05278509855270386,0.5851916074752808,0.08519160747528076
a,dc002,deception,clinical,data,0.13307946920394897,0.5851916074752808,0.08519160747528076
a,dc002,deception,clinical,code,0.0915755033493042,0.5851916074752808,0.08519160747528076
a,dc002,deception,clinical,fiction,0.10658425092697144,0.5851916074752808,0.08519160747528076
a,dc002,deception,direct,data,0.08707857131958008,0.5253739356994629,0.02537393569946289
a,dc002,deception,direct,code,0.051015496253967285,0.5253739356994629,0.02537393569946289
a,dc002,deception,direct,fiction,0.07501709461212158,0.5253739356994629,0.02537393569946289
a,dc002,deception,data,code,0.068992018699646,0.6150906682014465,0.11509066820144653
a,dc002,deception,data,fiction,0.17704850435256958,0.6150906682014465,0.11509066820144653
a,dc002,deception,code,fiction,0.1326790452003479,0.4289868175983429,0.0710131824016571
a,dc003,deception,clinical,direct,0.06932759284973145,0.6995570659637451,0.19955706596374512
a,dc003,deception,clinical,data,0.09926056861877441,0.6995570659637451,0.19955706596374512
a,dc003,deception,clinical,code,0.10002821683883667,0.6995570659637451,0.19955706596374512
a,dc003,deception,clinical,fiction,0.11115026473999023,0.6995570659637451,0.19955706596374512
a,dc003,deception,direct,data,0.1262798309326172,0.7711526155471802,0.2711526155471802
a,dc003,deception,direct,code,0.12169378995895386,0.7711526155471802,0.2711526155471802
a,dc003,deception,direct,fiction,0.09464514255523682,0.7711526155471802,0.2711526155471802
a,dc003,deception,data,code,0.07153552770614624,0.6806195974349976,0.18061959743499756
a,dc003,deception,data,fiction,0.19203603267669678,0.6806195974349976,0.18061959743499756
a,dc003,deception,code,fiction,0.21868616342544556,0.5021948218345642,0.002194821834564209
a,dc004,deception,clinical,direct,0.04456174373626709,0.5899410843849182,0.08994108438491821
a,dc004,deception,clinical,data,0.10970979928970337,0.5899410843849182,0.08994108438491821
a,dc004,deception,clinical,code,0.0863848328590393,0.5899410843849182,0.08994108438491821
a,dc004,deception,clinical,fiction,0.10977661609649658,0.5899410843849182,0.08994108438491821
a,dc004,deception,direct,data,0.09110689163208008,0.6167680621147156,0.11676806211471558
a,dc004,deception,direct,code,0.08547854423522949,0.6167680621147156,0.11676806211471558
a,dc004,deception,direct,fiction,0.10387146472930908,0.6167680621147156,0.11676806211471558
a,dc004,deception,data,code,0.06447511911392212,0.6322597861289978,0.1322597861289978
a,dc004,deception,data,fiction,0.17976146936416626,0.6322597861289978,0.1322597861289978
a,dc004,deception,code,fiction,0.19481170177459717,0.5378457903862,0.03784579038619995
a,dc005,deception,clinical,direct,0.06352502107620239,0.7335492372512817,0.23354923725128174
a,dc005,deception,clinical,data,0.11312514543533325,0.7335492372512817,0.23354923725128174
a,dc005,deception,clinical,code,0.09225684404373169,0.7335492372512817,0.23354923725128174
a,dc005,deception,clinical,fiction,0.1032988429069519,0.7335492372512817,0.23354923725128174
a,dc005,deception,direct,data,0.08650970458984375,0.7238527536392212,0.2238527536392212
a,dc005,deception,direct,code,0.06642508506774902,0.7238527536392212,0.2238527536392212
a,dc005,deception,direct,fiction,0.1185373067855835,0.7238527536392212,0.2238527536392212
a,dc005,deception,data,code,0.05810660123825073,0.6918478608131409,0.19184786081314087
a,dc005,deception,data,fiction,0.18365997076034546,0.6918478608131409,0.19184786081314087
a,dc005,deception,code,fiction,0.1832348108291626,0.5952954888343811,0.0952954888343811
