model,format,n_instances,ai_mean,ai_std,ai_ci_lo,ai_ci_hi,eos_pct
llama3:8b,direct,51,8.766484182395921e-13,2.667897192239512e-13,7.991601665526525e-13,9.477401956238124e-13,0.4666666666666666
llama3:8b,clinical,51,0.017934469822654033,0.011003033355801174,0.015008721124197823,0.02148277986335389,0.7313725490196078
llama3:8b,data,51,0.016388732202460888,0.01235150680787989,0.013085157654885353,0.019782813079536186,0.30392156862745096
llama3:8b,fiction,51,0.02742001945905338,0.017824341712068065,0.022809679847655126,0.032616651240682554,0.0196078431372549
llama3:8b,code,51,0.021146748478154766,0.015947183416182755,0.016803405498237105,0.025742543112351465,0.1588235294117647
