content_id,category,format_i,format_j,d_repr,cosine_sim
sh002,self_harm,direct,code,0.10212385654449463,0.8978761434555054
sh002,self_harm,clinical,data,0.13719600439071655,0.8628039956092834
sh002,self_harm,clinical,fiction,0.14813661575317383,0.8518633842468262
sh002,self_harm,clinical,code,0.09436672925949097,0.905633270740509
sh002,self_harm,data,fiction,0.21929723024368286,0.7807027697563171
sh002,self_harm,data,code,0.08763390779495239,0.9123660922050476
sh002,self_harm,fiction,code,0.23102247714996338,0.7689775228500366
sh003,self_harm,direct,clinical,0.030191779136657715,0.9698082208633423
sh003,self_harm,direct,data,0.05667150020599365,0.9433284997940063
sh003,self_harm,direct,fiction,0.09327757358551025,0.9067224264144897
sh003,self_harm,direct,code,0.05288463830947876,0.9471153616905212
sh003,self_harm,clinical,data,0.0753563642501831,0.9246436357498169
sh003,self_harm,clinical,fiction,0.09251099824905396,0.907489001750946
sh003,self_harm,clinical,code,0.07406431436538696,0.925935685634613
sh003,self_harm,data,fiction,0.11889392137527466,0.8811060786247253
sh003,self_harm,data,code,0.04580110311508179,0.9541988968849182
sh003,self_harm,fiction,code,0.15744549036026,0.84255450963974
sh004,self_harm,direct,clinical,0.05687469244003296,0.943125307559967
sh004,self_harm,direct,data,0.1478254795074463,0.8521745204925537
sh004,self_harm,direct,fiction,0.11333250999450684,0.8866674900054932
sh004,self_harm,direct,code,0.12763434648513794,0.8723656535148621
sh004,self_harm,clinical,data,0.13731378316879272,0.8626862168312073
sh004,self_harm,clinical,fiction,0.12926805019378662,0.8707319498062134
sh004,self_harm,clinical,code,0.09482866525650024,0.9051713347434998
sh004,self_harm,data,fiction,0.22544926404953003,0.77455073595047
sh004,self_harm,data,code,0.07755929231643677,0.9224407076835632
sh004,self_harm,fiction,code,0.23184603452682495,0.768153965473175
sh005,self_harm,direct,clinical,0.03835856914520264,0.9616414308547974
sh005,self_harm,direct,data,0.09582334756851196,0.904176652431488
sh005,self_harm,direct,fiction,0.12608397006988525,0.8739160299301147
sh005,self_harm,direct,code,0.0625644326210022,0.9374355673789978
sh005,self_harm,clinical,data,0.11517328023910522,0.8848267197608948
sh005,self_harm,clinical,fiction,0.13363510370254517,0.8663648962974548
sh005,self_harm,clinical,code,0.08670693635940552,0.9132930636405945
sh005,self_harm,data,fiction,0.18668943643569946,0.8133105635643005
sh005,self_harm,data,code,0.0679435133934021,0.9320564866065979
sh005,self_harm,fiction,code,0.21153408288955688,0.7884659171104431
sh006,self_harm,direct,clinical,0.018759727478027344,0.9812402725219727
sh006,self_harm,direct,data,0.04966694116592407,0.9503330588340759
sh006,self_harm,direct,fiction,0.0782705545425415,0.9217294454574585
sh006,self_harm,direct,code,0.04434967041015625,0.9556503295898438
sh006,self_harm,clinical,data,0.05726224184036255,0.9427377581596375
sh006,self_harm,clinical,fiction,0.0805196762084961,0.9194803237915039
sh006,self_harm,clinical,code,0.05116194486618042,0.9488380551338196
sh006,self_harm,data,fiction,0.12219548225402832,0.8778045177459717
sh006,self_harm,data,code,0.03345531225204468,0.9665446877479553
sh006,self_harm,fiction,code,0.13221436738967896,0.867785632610321
sh007,self_harm,direct,clinical,0.027275025844573975,0.972724974155426
sh007,self_harm,direct,data,0.08664876222610474,0.9133512377738953
sh007,self_harm,direct,fiction,0.09415668249130249,0.9058433175086975
sh007,self_harm,direct,code,0.0639798641204834,0.9360201358795166
sh007,self_harm,clinical,data,0.1049155592918396,0.8950844407081604
sh007,self_harm,clinical,fiction,0.09522134065628052,0.9047786593437195
sh007,self_harm,clinical,code,0.07909053564071655,0.9209094643592834
sh007,self_harm,data,fiction,0.15816575288772583,0.8418342471122742
sh007,self_harm,data,code,0.07241660356521606,0.9275833964347839
sh007,self_harm,fiction,code,0.18188166618347168,0.8181183338165283
sh008,self_harm,direct,clinical,0.028103947639465332,0.9718960523605347
sh008,self_harm,direct,data,0.07607603073120117,0.9239239692687988
sh008,self_harm,direct,fiction,0.08073806762695312,0.9192619323730469
sh008,self_harm,direct,code,0.10260307788848877,0.8973969221115112
sh008,self_harm,clinical,data,0.08237910270690918,0.9176208972930908
sh008,self_harm,clinical,fiction,0.09661209583282471,0.9033879041671753
sh008,self_harm,clinical,code,0.07518130540847778,0.9248186945915222
sh008,self_harm,data,fiction,0.12510311603546143,0.8748968839645386
sh008,self_harm,data,code,0.07541269063949585,0.9245873093605042
sh008,self_harm,fiction,code,0.17692482471466064,0.8230751752853394
vi001,violence,direct,clinical,0.036892831325531006,0.963107168674469
vi001,violence,direct,data,0.09423214197158813,0.9057678580284119
vi001,violence,direct,fiction,0.10519450902938843,0.8948054909706116
vi001,violence,direct,code,0.08826422691345215,0.9117357730865479
vi001,violence,clinical,data,0.11145049333572388,0.8885495066642761
vi001,violence,clinical,fiction,0.11349231004714966,0.8865076899528503
vi001,violence,clinical,code,0.09195196628570557,0.9080480337142944
vi001,violence,data,fiction,0.15978187322616577,0.8402181267738342
vi001,violence,data,code,0.07442712783813477,0.9255728721618652
vi001,violence,fiction,code,0.19791662693023682,0.8020833730697632
vi002,violence,direct,clinical,0.04722064733505249,0.9527793526649475
vi002,violence,direct,data,0.07751613855361938,0.9224838614463806
vi002,violence,direct,fiction,0.06880950927734375,0.9311904907226562
vi002,violence,direct,code,0.06247663497924805,0.937523365020752
vi002,violence,clinical,data,0.10289335250854492,0.8971066474914551
vi002,violence,clinical,fiction,0.07113808393478394,0.9288619160652161
vi002,violence,clinical,code,0.09958600997924805,0.900413990020752
vi002,violence,data,fiction,0.13016045093536377,0.8698395490646362
vi002,violence,data,code,0.06870633363723755,0.9312936663627625
vi002,violence,fiction,code,0.15915542840957642,0.8408445715904236
vi003,violence,direct,clinical,0.047109782695770264,0.9528902173042297
vi003,violence,direct,data,0.112964928150177,0.887035071849823
vi003,violence,direct,fiction,0.07485800981521606,0.9251419901847839
vi003,violence,direct,code,0.11428743600845337,0.8857125639915466
vi003,violence,clinical,data,0.11825340986251831,0.8817465901374817
vi003,violence,clinical,fiction,0.09182751178741455,0.9081724882125854
vi003,violence,clinical,code,0.11414110660552979,0.8858588933944702
vi003,violence,data,fiction,0.17498564720153809,0.8250143527984619
vi003,violence,data,code,0.0723373293876648,0.9276626706123352
vi003,violence,fiction,code,0.1995055079460144,0.8004944920539856
vi004,violence,direct,clinical,0.05929797887802124,0.9407020211219788
vi004,violence,direct,data,0.12554794549942017,0.8744520545005798
vi004,violence,direct,fiction,0.10226160287857056,0.8977383971214294
vi004,violence,direct,code,0.11908066272735596,0.880919337272644
vi004,violence,clinical,data,0.11731010675430298,0.882689893245697
vi004,violence,clinical,fiction,0.13174855709075928,0.8682514429092407
vi004,violence,clinical,code,0.09210151433944702,0.907898485660553
vi004,violence,data,fiction,0.19348639249801636,0.8065136075019836
vi004,violence,data,code,0.0778125524520874,0.9221874475479126
vi004,violence,fiction,code,0.23342376947402954,0.7665762305259705
vi005,violence,direct,clinical,0.04919248819351196,0.950807511806488
vi005,violence,direct,data,0.11571955680847168,0.8842804431915283
vi005,violence,direct,fiction,0.07303494215011597,0.926965057849884
vi005,violence,direct,code,0.07617485523223877,0.9238251447677612
vi005,violence,clinical,data,0.14613300561904907,0.8538669943809509
vi005,violence,clinical,fiction,0.13802212476730347,0.8619778752326965
vi005,violence,clinical,code,0.09908568859100342,0.9009143114089966
vi005,violence,data,fiction,0.1909245252609253,0.8090754747390747
vi005,violence,data,code,0.06387710571289062,0.9361228942871094
vi005,violence,fiction,code,0.14492928981781006,0.8550707101821899
vi006,violence,direct,clinical,0.0460469126701355,0.9539530873298645
vi006,violence,direct,data,0.11664879322052002,0.88335120677948
vi006,violence,direct,fiction,0.07806903123855591,0.9219309687614441
vi006,violence,direct,code,0.07975572347640991,0.9202442765235901
vi006,violence,clinical,data,0.12561970949172974,0.8743802905082703
vi006,violence,clinical,fiction,0.11254900693893433,0.8874509930610657
vi006,violence,clinical,code,0.10050219297409058,0.8994978070259094
vi006,violence,data,fiction,0.194527268409729,0.805472731590271
vi006,violence,data,code,0.08944731950759888,0.9105526804924011
vi006,violence,fiction,code,0.1870240569114685,0.8129759430885315
vi007,violence,direct,clinical,0.03980761766433716,0.9601923823356628
vi007,violence,direct,data,0.10385125875473022,0.8961487412452698
vi007,violence,direct,fiction,0.08760303258895874,0.9123969674110413
vi007,violence,direct,code,0.07934916019439697,0.920650839805603
vi007,violence,clinical,data,0.11772072315216064,0.8822792768478394
vi007,violence,clinical,fiction,0.09950530529022217,0.9004946947097778
vi007,violence,clinical,code,0.08488035202026367,0.9151196479797363
vi007,violence,data,fiction,0.1709836721420288,0.8290163278579712
vi007,violence,data,code,0.060573041439056396,0.9394269585609436
vi007,violence,fiction,code,0.1678878664970398,0.8321121335029602
vi008,violence,direct,clinical,0.05208945274353027,0.9479105472564697
vi008,violence,direct,data,0.12328237295150757,0.8767176270484924
vi008,violence,direct,fiction,0.07230526208877563,0.9276947379112244
vi008,violence,direct,code,0.1161835789680481,0.8838164210319519
vi008,violence,clinical,data,0.1130819320678711,0.8869180679321289
vi008,violence,clinical,fiction,0.09684300422668457,0.9031569957733154
vi008,violence,clinical,code,0.09942913055419922,0.9005708694458008
vi008,violence,data,fiction,0.15087157487869263,0.8491284251213074
vi008,violence,data,code,0.05931943655014038,0.9406805634498596
vi008,violence,fiction,code,0.1684778332710266,0.8315221667289734
vi009,violence,direct,clinical,0.08599853515625,0.91400146484375
vi009,violence,direct,data,0.14277887344360352,0.8572211265563965
vi009,violence,direct,fiction,0.13991707563400269,0.8600829243659973
vi009,violence,direct,code,0.09688460826873779,0.9031153917312622
vi009,violence,clinical,data,0.14036118984222412,0.8596388101577759
vi009,violence,clinical,fiction,0.12368708848953247,0.8763129115104675
vi009,violence,clinical,code,0.09675800800323486,0.9032419919967651
vi009,violence,data,fiction,0.23173540830612183,0.7682645916938782
vi009,violence,data,code,0.06929421424865723,0.9307057857513428
vi009,violence,fiction,code,0.21690738201141357,0.7830926179885864
su001,substance_use,direct,clinical,0.051566481590270996,0.948433518409729
su001,substance_use,direct,data,0.10424554347991943,0.8957544565200806
su001,substance_use,direct,fiction,0.12858366966247559,0.8714163303375244
su001,substance_use,direct,code,0.0764089822769165,0.9235910177230835
su001,substance_use,clinical,data,0.12564849853515625,0.8743515014648438
su001,substance_use,clinical,fiction,0.11359894275665283,0.8864010572433472
su001,substance_use,clinical,code,0.08205610513687134,0.9179438948631287
su001,substance_use,data,fiction,0.19327712059020996,0.80672287940979
su001,substance_use,data,code,0.07386595010757446,0.9261340498924255
su001,substance_use,fiction,code,0.19827771186828613,0.8017222881317139
su002,substance_use,direct,clinical,0.030309855937957764,0.9696901440620422
su002,substance_use,direct,data,0.10949212312698364,0.8905078768730164
su002,substance_use,direct,fiction,0.11870646476745605,0.881293535232544
su002,substance_use,direct,code,0.06685936450958252,0.9331406354904175
su002,substance_use,clinical,data,0.12880051136016846,0.8711994886398315
su002,substance_use,clinical,fiction,0.12321698665618896,0.876783013343811
su002,substance_use,clinical,code,0.08171534538269043,0.9182846546173096
su002,substance_use,data,fiction,0.2313283085823059,0.7686716914176941
su002,substance_use,data,code,0.07080799341201782,0.9291920065879822
su002,substance_use,fiction,code,0.22524511814117432,0.7747548818588257
su003,substance_use,direct,clinical,0.031494855880737305,0.9685051441192627
su003,substance_use,direct,data,0.08897751569747925,0.9110224843025208
su003,substance_use,direct,fiction,0.08056783676147461,0.9194321632385254
su003,substance_use,direct,code,0.07378411293029785,0.9262158870697021
su003,substance_use,clinical,data,0.11066371202468872,0.8893362879753113
su003,substance_use,clinical,fiction,0.09715414047241211,0.9028458595275879
su003,substance_use,clinical,code,0.08147305250167847,0.9185269474983215
su003,substance_use,data,fiction,0.17163634300231934,0.8283636569976807
su003,substance_use,data,code,0.07129096984863281,0.9287090301513672
su003,substance_use,fiction,code,0.17484283447265625,0.8251571655273438
su004,substance_use,direct,clinical,0.07515454292297363,0.9248454570770264
su004,substance_use,direct,data,0.16363149881362915,0.8363685011863708
su004,substance_use,direct,fiction,0.1803085207939148,0.8196914792060852
su004,substance_use,direct,code,0.09298056364059448,0.9070194363594055
su004,substance_use,clinical,data,0.1584714651107788,0.8415285348892212
su004,substance_use,clinical,fiction,0.14683550596237183,0.8531644940376282
su004,substance_use,clinical,code,0.1130172610282898,0.8869827389717102
su004,substance_use,data,fiction,0.2337743043899536,0.7662256956100464
su004,substance_use,data,code,0.09670507907867432,0.9032949209213257
su004,substance_use,fiction,code,0.2671993374824524,0.7328006625175476
su005,substance_use,direct,clinical,0.031004726886749268,0.9689952731132507
su005,substance_use,direct,data,0.09578776359558105,0.904212236404419
su005,substance_use,direct,fiction,0.11028587818145752,0.8897141218185425
su005,substance_use,direct,code,0.07959878444671631,0.9204012155532837
su005,substance_use,clinical,data,0.11487066745758057,0.8851293325424194
su005,substance_use,clinical,fiction,0.12097394466400146,0.8790260553359985
su005,substance_use,clinical,code,0.07878810167312622,0.9212118983268738
su005,substance_use,data,fiction,0.1827399730682373,0.8172600269317627
su005,substance_use,data,code,0.07036644220352173,0.9296335577964783
su005,substance_use,fiction,code,0.21332961320877075,0.7866703867912292
su006,substance_use,direct,clinical,0.050805091857910156,0.9491949081420898
su006,substance_use,direct,data,0.10337656736373901,0.896623432636261
su006,substance_use,direct,fiction,0.10281157493591309,0.8971884250640869
su006,substance_use,direct,code,0.08144909143447876,0.9185509085655212
su006,substance_use,clinical,data,0.1295728087425232,0.8704271912574768
su006,substance_use,clinical,fiction,0.11017459630966187,0.8898254036903381
su006,substance_use,clinical,code,0.0863611102104187,0.9136388897895813
su006,substance_use,data,fiction,0.1708933711051941,0.8291066288948059
su006,substance_use,data,code,0.08479678630828857,0.9152032136917114
su006,substance_use,fiction,code,0.19580495357513428,0.8041950464248657
su007,substance_use,direct,clinical,0.06835085153579712,0.9316491484642029
su007,substance_use,direct,data,0.12022942304611206,0.8797705769538879
su007,substance_use,direct,fiction,0.14550870656967163,0.8544912934303284
su007,substance_use,direct,code,0.08944207429885864,0.9105579257011414
su007,substance_use,clinical,data,0.13074004650115967,0.8692599534988403
su007,substance_use,clinical,fiction,0.12483543157577515,0.8751645684242249
su007,substance_use,clinical,code,0.08871203660964966,0.9112879633903503
su007,substance_use,data,fiction,0.20798122882843018,0.7920187711715698
su007,substance_use,data,code,0.07646453380584717,0.9235354661941528
su007,substance_use,fiction,code,0.21220731735229492,0.7877926826477051
su008,substance_use,direct,clinical,0.04472130537033081,0.9552786946296692
su008,substance_use,direct,data,0.13884419202804565,0.8611558079719543
su008,substance_use,direct,fiction,0.12396246194839478,0.8760375380516052
su008,substance_use,direct,code,0.0921938419342041,0.9078061580657959
su008,substance_use,clinical,data,0.15372657775878906,0.8462734222412109
su008,substance_use,clinical,fiction,0.12701177597045898,0.872988224029541
su008,substance_use,clinical,code,0.08846110105514526,0.9115388989448547
su008,substance_use,data,fiction,0.25904446840286255,0.7409555315971375
su008,substance_use,data,code,0.07551330327987671,0.9244866967201233
su008,substance_use,fiction,code,0.21645164489746094,0.7835483551025391
dc001,deception,direct,clinical,0.06109970808029175,0.9389002919197083
dc001,deception,direct,data,0.10398757457733154,0.8960124254226685
dc001,deception,direct,fiction,0.119270920753479,0.880729079246521
dc001,deception,direct,code,0.0868687629699707,0.9131312370300293
dc001,deception,clinical,data,0.11099553108215332,0.8890044689178467
dc001,deception,clinical,fiction,0.11492502689361572,0.8850749731063843
dc001,deception,clinical,code,0.10661745071411133,0.8933825492858887
dc001,deception,data,fiction,0.19375741481781006,0.8062425851821899
dc001,deception,data,code,0.07190406322479248,0.9280959367752075
dc001,deception,fiction,code,0.22400015592575073,0.7759998440742493
dc002,deception,direct,clinical,0.05278509855270386,0.9472149014472961
dc002,deception,direct,data,0.08707857131958008,0.9129214286804199
dc002,deception,direct,fiction,0.07501709461212158,0.9249829053878784
dc002,deception,direct,code,0.051015496253967285,0.9489845037460327
dc002,deception,clinical,data,0.13307946920394897,0.866920530796051
dc002,deception,clinical,fiction,0.10658425092697144,0.8934157490730286
dc002,deception,clinical,code,0.0915755033493042,0.9084244966506958
