content_id,category,format_i,format_j,d_repr,cosine_sim
dc002,deception,data,fiction,0.17704850435256958,0.8229514956474304
dc002,deception,data,code,0.068992018699646,0.931007981300354
dc002,deception,fiction,code,0.1326790452003479,0.8673209547996521
dc003,deception,direct,clinical,0.06932759284973145,0.9306724071502686
dc003,deception,direct,data,0.1262798309326172,0.8737201690673828
dc003,deception,direct,fiction,0.09464514255523682,0.9053548574447632
dc003,deception,direct,code,0.12169378995895386,0.8783062100410461
dc003,deception,clinical,data,0.09926056861877441,0.9007394313812256
dc003,deception,clinical,fiction,0.11115026473999023,0.8888497352600098
dc003,deception,clinical,code,0.10002821683883667,0.8999717831611633
dc003,deception,data,fiction,0.19203603267669678,0.8079639673233032
dc003,deception,data,code,0.07153552770614624,0.9284644722938538
dc003,deception,fiction,code,0.21868616342544556,0.7813138365745544
dc004,deception,direct,clinical,0.04456174373626709,0.9554382562637329
dc004,deception,direct,data,0.09110689163208008,0.9088931083679199
dc004,deception,direct,fiction,0.10387146472930908,0.8961285352706909
dc004,deception,direct,code,0.08547854423522949,0.9145214557647705
dc004,deception,clinical,data,0.10970979928970337,0.8902902007102966
dc004,deception,clinical,fiction,0.10977661609649658,0.8902233839035034
dc004,deception,clinical,code,0.0863848328590393,0.9136151671409607
dc004,deception,data,fiction,0.17976146936416626,0.8202385306358337
dc004,deception,data,code,0.06447511911392212,0.9355248808860779
dc004,deception,fiction,code,0.19481170177459717,0.8051882982254028
dc005,deception,direct,clinical,0.06352502107620239,0.9364749789237976
dc005,deception,direct,data,0.08650970458984375,0.9134902954101562
dc005,deception,direct,fiction,0.1185373067855835,0.8814626932144165
dc005,deception,direct,code,0.06642508506774902,0.933574914932251
dc005,deception,clinical,data,0.11312514543533325,0.8868748545646667
dc005,deception,clinical,fiction,0.1032988429069519,0.8967011570930481
dc005,deception,clinical,code,0.09225684404373169,0.9077431559562683
dc005,deception,data,fiction,0.18365997076034546,0.8163400292396545
dc005,deception,data,code,0.05810660123825073,0.9418933987617493
dc005,deception,fiction,code,0.1832348108291626,0.8167651891708374
dc006,deception,direct,clinical,0.051352739334106445,0.9486472606658936
dc006,deception,direct,data,0.08523344993591309,0.9147665500640869
dc006,deception,direct,fiction,0.10804897546768188,0.8919510245323181
dc006,deception,direct,code,0.0756039023399353,0.9243960976600647
dc006,deception,clinical,data,0.0965767502784729,0.9034232497215271
dc006,deception,clinical,fiction,0.09427207708358765,0.9057279229164124
dc006,deception,clinical,code,0.09863454103469849,0.9013654589653015
dc006,deception,data,fiction,0.1560051441192627,0.8439948558807373
dc006,deception,data,code,0.06666713953018188,0.9333328604698181
dc006,deception,fiction,code,0.21290463209152222,0.7870953679084778
dc007,deception,direct,clinical,0.07996320724487305,0.920036792755127
dc007,deception,direct,data,0.10201644897460938,0.8979835510253906
dc007,deception,direct,fiction,0.1419166922569275,0.8580833077430725
dc007,deception,direct,code,0.09135037660598755,0.9086496233940125
dc007,deception,clinical,data,0.14153587818145752,0.8584641218185425
dc007,deception,clinical,fiction,0.10301452875137329,0.8969854712486267
dc007,deception,clinical,code,0.11399251222610474,0.8860074877738953
dc007,deception,data,fiction,0.21926754713058472,0.7807324528694153
dc007,deception,data,code,0.07035505771636963,0.9296449422836304
dc007,deception,fiction,code,0.2123638391494751,0.7876361608505249
dc008,deception,direct,clinical,0.08694738149642944,0.9130526185035706
dc008,deception,direct,data,0.11399811506271362,0.8860018849372864
dc008,deception,direct,fiction,0.12190109491348267,0.8780989050865173
dc008,deception,direct,code,0.09931975603103638,0.9006802439689636
dc008,deception,clinical,data,0.11142206192016602,0.888577938079834
dc008,deception,clinical,fiction,0.07926023006439209,0.9207397699356079
dc008,deception,clinical,code,0.11285889148712158,0.8871411085128784
dc008,deception,data,fiction,0.16502004861831665,0.8349799513816833
dc008,deception,data,code,0.08163577318191528,0.9183642268180847
dc008,deception,fiction,code,0.17628079652786255,0.8237192034721375
dc009,deception,direct,clinical,0.032064199447631836,0.9679358005523682
dc009,deception,direct,data,0.06273627281188965,0.9372637271881104
dc009,deception,direct,fiction,0.06851756572723389,0.9314824342727661
dc009,deception,direct,code,0.050041794776916504,0.9499582052230835
dc009,deception,clinical,data,0.08053678274154663,0.9194632172584534
dc009,deception,clinical,fiction,0.06469887495040894,0.9353011250495911
dc009,deception,clinical,code,0.07961106300354004,0.92038893699646
dc009,deception,data,fiction,0.1206287145614624,0.8793712854385376
dc009,deception,data,code,0.05249917507171631,0.9475008249282837
dc009,deception,fiction,code,0.13420790433883667,0.8657920956611633
su009,substance_use,direct,clinical,0.023519039154052734,0.9764809608459473
su009,substance_use,direct,data,0.06928783655166626,0.9307121634483337
su009,substance_use,direct,fiction,0.07447075843811035,0.9255292415618896
su009,substance_use,direct,code,0.06444692611694336,0.9355530738830566
su009,substance_use,clinical,data,0.0626518726348877,0.9373481273651123
su009,substance_use,clinical,fiction,0.08081114292144775,0.9191888570785522
su009,substance_use,clinical,code,0.051019489765167236,0.9489805102348328
su009,substance_use,data,fiction,0.10779857635498047,0.8922014236450195
su009,substance_use,data,code,0.04524660110473633,0.9547533988952637
su009,substance_use,fiction,code,0.1382744312286377,0.8617255687713623
